positions,artists,titles
1,LILLY WOOD & ROBIN SCHULZ,PRAYER IN C
2,DUKE DUMONT,WON'T LOOK BACK
3,SCRIPT,SUPERHEROES
4,IGGY AZALEA FT RITA ORA,BLACK WIDOW
5,SAM SMITH,I'M NOT THE ONLY ONE
6,TAYLOR SWIFT,SHAKE IT OFF
7,DAVID GUETTA FT SAM MARTIN,LOVERS ON THE SUN
8,MAROON 5,MAPS
9,MAGIC,RUDE
10,NICO & VINZ,AM I WRONG
11,GRL,UGLY HEART
12,ELLA HENDERSON,GHOST
13,ED SHEERAN,DON'T
14,WANKELMUT & EMMA LOUISE,MY HEAD IS A JUNGLE
15,OLIVER DOLLAR & JIMI JULES,PUSHING ON
16,SAM SMITH,STAY WITH ME
17,GEORGE EZRA,BUDAPEST
18,ED SHEERAN,THINKING OUT LOUD
19,ONEREPUBLIC,LOVE RUNS OUT
20,MR PROBZ,WAVES
21,ARIANA GRANDE FT ZEDD,BREAK FREE
22,CHERYL COLE FT TINIE TEMPAH,CRAZY STUPID LOVE
23,ARIANA GRANDE FT IGGY AZALEA,PROBLEM
24,JOHN LEGEND,ALL OF ME
25,SIA,CHANDELIER
26,ED SHEERAN,SING
27,GEORGE EZRA,BLAME IT ON ME
28,ZHU,FADED
29,CHARLI XCX,BOOM CLAP
30,OLIVER HELDENS & BECKY HILL,GECKO (OVERDRIVE)
31,CLEAN BANDIT FT JESS GLYNNE,RATHER BE
32,PHARRELL WILLIAMS,HAPPY
33,KATY PERRY,THIS IS HOW WE DO
34,MKTO,CLASSIC
35,WILL I AM FT CODY WISE,IT'S MY BIRTHDAY
36,IGGY AZALEA FT CHARLI XCX,FANCY
37,COLDPLAY,A SKY FULL OF STARS
38,5 SECONDS OF SUMMER,AMNESIA
39,JESS GLYNNE,RIGHT HERE
40,VANCE JOY,RIPTIDE
41,A GREAT BIG WORLD/AGUILERA,SAY SOMETHING
42,CALVIN HARRIS,SUMMER
43,KIESZA,HIDEAWAY
44,IDINA MENZEL,LET IT GO
45,PALOMA FAITH,ONLY LOVE CAN HURT LIKE THIS
46,PAOLO NUTINI,IRON SKY
47,KIESZA,GIANT IN MY HEART
48,FERRECK DAWN & REDONDO,LOVE TOO DEEP
49,HOZIER,TAKE ME TO CHURCH
50,RIXTON,ME AND MY BROKEN HEART
51,LETHAL BIZZLE FT JME & TEMPA T,RARIWORKOUT
52,MILKY CHANCE,STOLEN DANCE
53,JASON DERULO FT SNOOP DOGG,WIGGLE
54,CHRIS BROWN/LIL WAYNE/TYGA,LOYAL
55,FUSE ODG FT SEAN PAUL,DANGEROUS LOVE
56,KLINGANDE,JUBEL
57,SAM SMITH,MONEY ON MY MIND
58,RITA ORA,I WILL NEVER LET YOU DOWN
59,DAVID GUETTA/SHOWTEK/VASSY,BAD
60,ROYAL BLOOD,FIGURE IT OUT
61,SIGMA,NOBODY TO LOVE
62,PROCLAIMERS,CAP IN HAND
63,ONEREPUBLIC,COUNTING STARS
64,ED SHEERAN,I SEE FIRE
65,BASTILLE,POMPEII
66,MNEK,WROTE A SONG ABOUT YOU
67,VAMPS,SOMEBODY TO YOU
68,TIESTO FT MATTHEW KOMA,WASTED
69,MICHAEL JACKSON,LOVE NEVER FELT SO GOOD
70,TOVE LO,STAY HIGH
71,ARCTIC MONKEYS,DO I WANNA KNOW
72,DJ SNAKE & LIL JON,TURN DOWN FOR WHAT
73,KATY PERRY FT JUICY J,DARK HORSE
74,DISCLOSURE FT SAM SMITH,LATCH
75,MEGHAN TRAINOR,ALL ABOUT THAT BASS
76,5 SECONDS OF SUMMER,DON'T STOP
77,AVICII,WAKE ME UP
78,5 SECONDS OF SUMMER,SHE LOOKS SO PERFECT
79,MELISSA STEEL FT POPCAAN,KISSES FOR BREAKFAST
80,BECKY G,SHOWER
81,DUKE DUMONT FT JAX JONES,I GOT U
82,PITBULL FT KESHA,TIMBER
83,ED SHEERAN,PHOTOGRAPH
84,ELLIE GOULDING,HOW LONG WILL I LOVE YOU
85,ROUTE 94 FT JESS GLYNNE,MY LOVE
86,MAROON 5,ANIMALS
87,PASSENGER,LET HER GO
88,BAKERMAT,ONE DAY (VANDAAG)
89,BRUNO MARS,LOCKED OUT OF HEAVEN
90,IMAGINE DRAGONS,RADIOACTIVE
91,SAINT MOTEL,MY TYPE
92,JAMIE T,ZOMBIE
93,LORDE,ROYALS
94,JACKSON 5,WHO'S LOVIN' YOU
95,BEYONCE FT JAY-Z,DRUNK IN LOVE
96,FAUL & WAD AD VS PNAU,CHANGES
97,AWOLNATION,SAIL
98,KATE BUSH,RUNNING UP THAT HILL
99,IMAGINE DRAGONS,DEMONS
100,BEN HOWARD,I FORGET WHERE WE WERE
