positions,artists,titles
1,ELLIE GOULDING,RIVER
2,MARIAH CAREY,ALL I WANT FOR CHRISTMAS IS YOU
3,WHAM,LAST CHRISTMAS
4,POGUES FT KIRSTY MACCOLL,FAIRYTALE OF NEW YORK
5,STORMZY/ED SHEERAN/BURNA BOY,OWN IT
6,SHAKIN' STEVENS,MERRY CHRISTMAS EVERYONE
7,BAND AID,DO THEY KNOW IT'S CHRISTMAS
8,ELTON JOHN,STEP INTO CHRISTMAS
9,JOHN LEGEND,HAPPY CHRISTMAS (WAR IS OVER)
10,WIZZARD,I WISH IT COULD BE CHRISTMAS EVERYDAY
11,MICHAEL BUBLE,IT'S BEGINNING TO LOOK A LOT LIKE
12,LEWIS CAPALDI,BEFORE YOU GO
13,ARIANA GRANDE,SANTA TELL ME
14,DUA LIPA,DON'T START NOW
15,LEONA LEWIS,ONE MORE SLEEP
16,ARIZONA ZERVAS,ROXANNE
17,SIA,SANTA'S COMING FOR US
18,BRENDA LEE,ROCKIN' AROUND THE CHRISTMAS TREE
19,SLADE,MERRY XMAS EVERYBODY
20,TONES & I,DANCE MONKEY
21,KELLY CLARKSON,UNDERNEATH THE TREE
22,KATY PERRY,COZY LITTLE CHRISTMAS
23,BILLIE EILISH,EVERYTHING I WANTED
24,CHRIS REA,DRIVING HOME FOR CHRISTMAS
25,ANDY WILLIAMS,IT'S THE MOST WONDERFUL TIME OF THE YEAR
26,HARRY STYLES,ADORE YOU
27,JUSTIN BIEBER,MISTLETOE
28,JOHN & YOKO/PLASTIC ONO BAND,HAPPY XMAS (WAR IS OVER)
29,COLDPLAY,CHRISTMAS LIGHTS
30,BOBBY HELMS,JINGLE BELL ROCK
31,BING CROSBY,WHITE CHRISTMAS
32,MICHAEL BUBLE,HOLLY JOLLY CHRISTMAS
33,DARLENE LOVE,CHRISTMAS (BABY PLEASE COME HOME)
34,RONETTES,SLEIGH RIDE
35,EAST 17,STAY ANOTHER DAY
36,ENDOR,PUMP IT UP
37,PAUL MCCARTNEY,WONDERFUL CHRISTMASTIME
38,STORMZY FT HEADIE ONE,AUDACITY
39,DEAN MARTIN,LET IT SNOW LET IT SNOW LET IT SNOW
40,STORMZY,VOSSI BOP
41,WEEKND,BLINDING LIGHTS
42,DARKNESS,CHRISTMAS TIME (DON'T LET THE BELLS END)
43,SELENA GOMEZ,LOSE YOU TO LOVE ME
44,JAX JONES FT ELLA HENDERSON,THIS IS REAL
45,TREVOR DANIEL,FALLING
46,MICHAEL JACKSON & JACKSON FIVE,SANTA CLAUS IS COMING TO TOWN
47,BONEY M,MARY'S BOY CHILD/OH MY LORD
48,HARRY STYLES,LIGHTS UP
49,CAMILA CABELLO FT DABABY,MY OH MY
50,HARRY STYLES,WATERMELON SUGAR
51,NAT KING COLE,THE CHRISTMAS SONG
52,LILY ALLEN,SOMEWHERE ONLY WE KNOW
53,JONAS BROTHERS,LIKE IT'S CHRISTMAS
54,JOSE FELICIANO,FELIZ NAVIDAD
55,EARTHA KITT,SANTA BABY
56,JONA LEWIE,STOP THE CAVALRY
57,LADBABY,I LOVE SAUSAGE ROLLS
58,LEWIS CAPALDI,SOMEONE YOU LOVED
59,YOUNG T & BUGSEY FT HEADIE ONE,DON'T RUSH
60,MAROON 5,MEMORIES
61,PRETENDERS,2000 MILES
62,IDINA MENZEL & AURORA,INTO THE UNKNOWN
63,PERRY COMO,IT'S BEGINNING TO LOOK A LOT LIKE
64,JUICE WRLD,LUCID DREAMS
65,FRANK SINATRA,LET IT SNOW LET IT SNOW LET IT SNOW
66,WEEKND,HEARTLESS
67,SAM SMITH,HAVE YOURSELF A MERRY LITTLE CHRISTMAS
68,ELVIS PRESLEY,BLUE CHRISTMAS
69,MUD,LONELY THIS CHRISTMAS
70,JESSIE J,MAN WITH THE BAG
71,WAITRESSES,CHRISTMAS WRAPPING
72,BRUCE SPRINGSTEEN,SANTA CLAUS IS COMIN' TO TOWN
73,LIAM PAYNE,ALL I WANT (FOR CHRISTMAS)
74,KYLIE MINOGUE,SANTA BABY
75,FREDO,NETFLIX & CHILL
76,REGARD,RIDE IT
77,MICHAEL BUBLE,SANTA CLAUS IS COMING TO TOWN
78,LEWIS CAPALDI,BRUISES
79,TOM WALKER,BETTER HALF OF ME
80,GABRIELLE APLIN,THE POWER OF LOVE
81,CLIFF RICHARD,MISTLETOE AND WINE
82,GWEN STEFANI FT BLAKE SHELTON,YOU MAKE IT FEEL LIKE CHRISTMAS
83,CHUCK BERRY,RUN RUDOLPH RUN
84,MEDUZA/BECKY HILL/GOODBOYS,LOSE CONTROL
85,KSI/RICK ROSS/LIL BABY/S-X,DOWN LIKE THAT
86,QUEEN,THANK GOD IT'S CHRISTMAS
87,BILLIE EILISH,BAD GUY
88,ED SHEERAN/CABELLO/CARDI B,SOUTH OF THE BORDER
89,J HUS,MUST BE
90,LIL TECCA,RANSOM
91,DARKOO & ONE ACEN,GANGSTA
92,LITTLE MIX,ONE I'VE BEEN MISSING
93,FRANK SINATRA,HAVE YOURSELF A MERRY LITTLE CHRISTMAS
94,CHRIS DE BURGH,A SPACEMAN CAME TRAVELLING
95,BLACKBEAR,HOT GIRL BUMMER
96,DON TOLIVER,NO IDEA
97,POST MALONE,CIRCLES
98,JOHN WILLIAMS,CAROL OF THE BELLS
99,TAYLOR SWIFT,CHRISTMAS TREE FARM
100,SIGALA FT ELLA HENDERSON,WE GOT LOVE
