positions,artists,titles
1,BAY CITY ROLLERS,BYE BYE BABY
2,THE SWEET,FOX ON THE RUN
3,GUYS AND DOLLS,THERE'S A WHOLE LOT OF LOVING
4,GOODIES,THE FUNKY GIBBON/SICK MAN BLUES
5,KENNY,FANCY PANTS
6,MOMENTS AND WHATNAUTS,GIRLS
7,JIM GILSTRAP,SWING YOUR DADDY
8,PETER SHELLEY,LOVE ME LOVE MY DOG
9,RUBETTES,I CAN DO IT
10,DUANE EDDY,PLAY ME LIKE YOU PLAY YOUR GUITAR
11,MIKE REID,THE UGLY DUCKLING
12,ELTON JOHN BAND,PHILADELPHIA FREEDOM
13,THE SHADOWS,LET ME BE THE ONE
14,GLORIA GAYNOR,REACH OUT I'LL BE THERE
15,BARRY WHITE,WHAT AM I GONNA DO WITH YOU
16,WIGAN'S OVATION,SKIING IN THE SNOW
17,LABELLE,LADY MARMALADE
18,TELLY SAVALAS,IF
19,BOBBY GOLDSBORO,HONEY {1975}
20,GILBERT BECAUD,A LITTLE LOVE AND UNDERSTANDING
21,PETER SKELLERN,HOLD ON TO LOVE
22,FOX,ONLY YOU CAN
23,10CC,LIFE IS A MINESTRONE
24,AL GREEN,LOVE
25,YIN AND YAN,IF
26,TEACH-IN,DING-A-DONG
27,SHOWADDYWADDY,SWEET MUSIC
28,KC AND THE SUNSHINE BAND,GET DOWN TONIGHT
29,GLITTER BAND,THE TEARS I CRIED
30,BARRY MANILOW,MANDY
31,BAD COMPANY,GOOD LOVIN' GONE BAD
32,DIANA ROSS,SORRY DOESN'T ALWAYS MAKE IT RIGHT
33,THE AVERAGE WHITE BAND,PICK UP THE PIECES
34,SUSAN CADOGAN,HURT SO GOOD
35,B.T. EXPRESS,EXPRESS
36,NEIL SEDAKA,THE QUEEN OF 1964
37,GLADYS KNIGHT AND THE PIPS,THE WAY WE WERE
38,DANA,PLEASE TELL HIM THAT I SAID HELLO
39,FRANKIE VALLI,MY EYES ADORED YOU
40,THE THREE DEGREES,TAKE GOOD CARE OF YOURSELF
41,DAVID BOWIE,YOUNG AMERICANS
42,SUPERTRAMP,DREAMER
43,THE OSMONDS,HAVING A PARTY
44,SILVER CONVENTION,SAVE ME
45,THE KIKI DEE BAND,(DON'T YOU KNOW) HOW GLAD I AM
46,JOHNNY MATHIS,I'M STONE IN LOVE WITH YOU
47,GEORGE MCCRAE,SING A HAPPY SONG
48,LYNSEY DE PAUL,MY MAN AND ME
49,MINNIE RIPERTON,LOVIN' YOU
50,MUD,THE SECRETS THAT YOU KEEP
