positions,artists,titles
1,WHITE TOWN,YOUR WOMAN
2,TORI AMOS,PROFESSIONAL WIDOW (IT'S GOT TO BE BIG)
3,TEXAS,SAY WHAT YOU WANT
4,BACKSTREET BOYS,QUIT PLAYING GAMES [WITH MY HEART]
5,NO MERCY,WHERE DO YOU GO
6,SUEDE,SATURDAY NIGHT
7,MADONNA,DON'T CRY FOR ME ARGENTINA
8,REEF,COME BACK BRIGHTER
9,EN VOGUE,DON'T LET GO (LOVE)
10,LISA STANSFIELD/DIRTY ROTTEN..,PEOPLE HOLD ON (THE BOOTLEG MIXES)
11,SPICE GIRLS,2 BECOME 1
12,NAS,STREET DREAMS
13,TONI BRAXTON,UN-BREAK MY HEART
14,BYRON STINGILY,GET UP (EVERYBODY)
15,EAST 17,HEY CHILD
16,GINUWINE,PONY
17,WHITNEY HOUSTON,STEP BY STEP
18,OUTHERE BROTHERS,LET ME HEAR YOU SAY 'OLE OLE'
19,KAVANA,I CAN MAKE YOU FEEL GOOD
20,PRODIGY,BREATHE
21,ROBERT MILES FEAT MARIA NAYLER,ONE & ONE
22,LIGHTNING SEEDS,SUGAR COATED ICEBERG
23,ORBITAL,SATAN LIVE
24,MARK MORRISON,HORNY
25,MC LYTE,COLD ROCK A PARTY
26,ENIGMA,BEYOND THE INVISIBLE
27,THUNDER,DON'T WAIT UP
28,ERASURE,IN MY ARMS
29,PUFF JOHNSON,OVER AND OVER
30,QFX,FREEDOM 2
31,BEAUTIFUL SOUTH,DON'T MARRY HER
32,MR JACK,WIGGLY WORLD
33,ARKARNA,HOUSE ON FIRE
34,JAMIROQUAI,COSMIC GIRL
35,WARREN G FEAT ADINA HOWARD,WHAT'S LOVE GOT TO DO WITH IT
36,VIRUS,MOON
37,SPACEHOG,IN THE MEANTIME
38,MARY KIANI,100%
39,DAMAGE,FOREVER
40,WEDDING PRESENT,MONTREAL
41,TERRORVISION,EASY
42,BOYZONE,A DIFFERENT BEAT
43,CELINE DION,ALL BY MYSELF
44,3 COLOURS RED,NUCLEAR HOLIDAY
45,LIGHTHOUSE FAMILY,LOVING EVERY MINUTE
46,ROBSON & JEROME,WHAT BECOMES OF THE BROKEN HEARTED
47,KENICKIE,IN YOUR CAR
48,KINKS,THE DAYS EP
49,WOOLPACKERS,HILLBILLY ROCK HILLBILLY ROLL
50,FAITHLESS,SALVA MEA
51,CHICANE,OFFSHORE
52,CLIFF RICHARD,BE WITH ME ALWAYS
53,CHAKRA,I AM
54,3T,I NEED YOU
55,BABYBIRD,YOU'RE GORGEOUS
56,SPICE GIRLS,SAY YOU'LL BE THERE
57,PETER ANDRE,I FEEL YOU
58,EAST 17 FEATURING GABRIELLE,IF YOU EVER
59,FUGEES,"NO WOMAN, NO CRY"
60,MARK OWEN,CHILD
61,PRODIGY,FIRESTARTER
62,PASSION,SHARE YOUR LOVE
63,DA TECHNO BOHEMIAN,BANGIN' BASS
64,SIMPLY RED,ANGEL
65,ABSOLUTE FEAT SUZANNE PALMER,I BELIEVE
66,SNOOP DOGGY DOGG FT C WILSON,SNOOP'S UPSIDE YA HEAD
67,2 PAC,I AIN'T MAD AT CHA
68,RUNRIG,THE GREATEST FLAME
69,DUNBLANE,KNOCKIN' ON HEAVEN'S DOOR/THROW THESE..
70,SALT N PEPA,CHAMPAGNE
71,ARTIST,BETCHA BY GOLLY WOW!
72,SMURFS,YOUR CHRISTMAS WISH
73,MANIC STREET PREACHERS,AUSTRALIA
74,UNDERWORLD,BORN SLIPPY
75,GEOFFREY WILLIAMS,DRIVE
76,OASIS,WHATEVER
77,ELTON JOHN/LUCIANO PAVAROTTI,LIVE LIKE HORSES
78,MICHAEL JACKSON,STRANGER IN MOSCOW
79,ETERNAL,SECRETS
80,GARBAGE FEATURING TRICKY,MILK
81,911,DON'T MAKE ME WAIT
82,BRYAN ADAMS,STAR
83,MADONNA,YOU MUST LOVE ME
84,OMC,ON THE RUN
85,BACKSTREET BOYS,I'LL NEVER BREAK YOUR HEART
86,BELINDA CARLISLE,LOVE IN THE KEY OF C
87,SERIAL DIVA,KEEP HOPE ALIVE
88,PRODIGY,POISON
89,UPSIDE DOWN,IF YOU LEAVE ME NOW
90,DODGY,IF YOU'RE THINKING OF ME
91,BONE THUGS-N-HARMONY,1ST OF THA MONTH
92,REEF,PLACE YOUR HANDS
93,FLUKE,ATOM BOMB
94,SHED SEVEN,CHASING RAINBOWS
95,PRODIGY,OUT OF SPACE
96,PRODIGY,NO GOOD (START THE DANCE)
97,PET SHOP BOYS,SINGLE
98,JOHN ALFORD,IF/KEEP ON RUNNING
99,PRODIGY,CHARLY
100,PRODIGY,EVERYBODY IN THE PLACE
