positions,artists,titles
1,IRENE CARA,FAME
2,TRIO,DA DA DA
3,THE STEVE MILLER BAND,ABRACADABRA
4,BANANARAMA,SHY BOY
5,YAZOO,DON'T GO
6,MADNESS,DRIVING IN MY CAR
7,SHALAMAR,A NIGHT TO REMEMBER
8,HOT CHOCOLATE,IT STARTED WITH A KISS
9,DEXY'S MIDNIGHT RUNNERS WITH THE EMERALD EXPRESS,COME ON EILEEN
10,ODYSSEY,INSIDE OUT
11,BUCKS FIZZ,NOW THOSE DAYS ARE GONE
12,IMAGINATION,MUSIC AND LIGHTS
13,VISAGE,NIGHT TRAIN
14,JAPAN,I SECOND THAT EMOTION
15,NATASHA,IKO IKO
16,CAPTAIN SENSIBLE,HAPPY TALK
17,CLIFF RICHARD,THE ONLY WAY OUT
18,CHERI,MURPHY'S LAW
19,MIDGE URE,NO REGRETS
20,DAVID ESSEX,ME AND MY GIRL (NIGHT-CLUBBING)
21,DOLLAR,VIDEOTHEQUE
22,LEO SAYER,HEART (STOP BEATING IN TIME)
23,LYNYRD SKYNYRD,FREE BIRD
24,AC/DC,FOR THOSE ABOUT TO ROCK (WE SALUTE YOU)
25,PAUL MCCARTNEY,TAKE IT AWAY
26,KID CREOLE AND THE COCONUTS,STOOL PIGEON
27,THE BEATLES,THE BEATLES MOVIE MEDLEY
28,JUNIOR,TOO LATE
29,QUEEN,LAS PALABRAS DE AMOR
30,BRAT,CHALK DUST - THE UMPIRE STRIKES BACK
31,THE CLASH,ROCK THE CASBAH
32,DONNA SUMMER,LOVE IS IN CONTROL (FINGER ON THE TRIGGER)
33,THE JAM,JUST WHO IS THE 5 O'CLOCK HERO
34,CHARLENE,I'VE NEVER BEEN TO ME
35,THE STRANGLERS,STRANGE LITTLE GIRL
36,THE BELLE STARS,THE CLAPPING SONG
37,DIANA ROSS,WORK THAT BODY
38,ELKIE BROOKS,NIGHTS IN WHITE SATIN
39,THE FIRM,ARTHUR DALEY (E'S ALRIGHT)
40,PATRICE RUSHEN,I WAS TIRED OF BEING ALONE
41,WAVELENGTH,HURRY HOME
42,THE CURE,THE HANGING GARDEN
43,DURAN DURAN,HUNGRY LIKE THE WOLF
44,PIGBAG,THE BIG BEAN
45,THE DAMNED,LOVELY MONEY
46,CHAS AND DAVE,MARGATE
47,ASIA,HEAT OF THE MOMENT
48,KEN BARRIE,POSTMAN PAT
49,TALK TALK,TODAY
50,KID CREOLE AND THE COCONUTS,"I'M A WONDERFUL THING, BABY"
51,LINX,PLAYTHING
52,DENNIS BROWN,LOVE HAS FOUND ITS WAY
53,TYGERS OF PAN TANG,RENDEZVOUS
54,TOYAH,IEYA
55,THE TEARDROP EXPLODES,TINY CHILDREN
56,BLONDIE,WAR CHILD
57,ROXY MUSIC,AVALON
58,THE FIXX,RED SKIES
59,GARY 'US' BONDS,SOUL DEEP
60,RANDY EDELMAN,NOBODY MADE ME
61,ADAM ANT,GOODY TWO SHOES
62,LARRY GRAHAM,SOONER OR LATER
63,THE SCORPIONS,CAN'T LIVE WITHOUT YOU
64,ABC,THE LOOK OF LOVE
65,SOFT CELL,TORCH
66,SECOND IMAGE,STAR
67,BLUE FEATHER,LET'S FUNK TONIGHT
68,JOAN JETT AND THE BLACKHEARTS,CRIMSON AND CLOVER
69,SAMSON,LOSING MY GRIP
70,BOW WOW WOW,I WANT CANDY
71,HAYSI FANTAYZEE,JOHN WAYNE IS BIG LEGGY
72,SOFT CELL,TAINTED LOVE
73,ROYAL PHILHARMONIC ORCHESTRA,BBC WORLD CUP GRANDSTAND
74,JEFF WAYNE,MATADOR
75,SHAKATAK,STREETWALKIN'
