positions,artists,titles
1,THE STEVE MILLER BAND,THE JOKER
2,DEEE-LITE,GROOVE IS IN THE HEART/WHAT IS LOVE?
3,IRON MAIDEN,HOLY SMOKE
4,MARIA MCKEE,SHOW ME HEAVEN
5,DEACON BLUE,FOUR BACHARACH AND DAVID SONGS (EP)
6,KLF FEATURING THE CHILDREN OF THE REVOLUTION,WHAT TIME IS LOVE? FT THE CHILDREN OF THE REVOLUTION
7,BOMBALURINA,ITSY BITSY TEENY WEENY YELLOW POLKA DOT BIKINI
8,ADAMSKI,THE SPACE JUNGLE
9,THE FARM,GROOVY TRAIN
10,MARIAH CAREY,VISION OF LOVE
11,INXS,SUICIDE BLONDE
12,LONDONBEAT,I'VE BEEN THINKING ABOUT YOU
13,BETTY BOO,WHERE ARE YOU BABY?
14,BASS-O-MATIC,FASCINATING RHYTHM
15,JANET JACKSON,BLACK CAT
16,AC/DC,THUNDERSTRUCK
17,LOOSE ENDS,DON'T BE A FOOL
18,CARON WHEELER,LIVIN' IN THE LIGHT
19,THE CHARLATANS,THEN
20,NEW KIDS ON THE BLOCK,TONIGHT
21,SNAP!,CULT OF SNAP!
22,SONIA,END OF THE WORLD
23,THE STONE ROSES,FOOL'S GOLD/WHAT THE WORLD IS WAITING FOR
24,JASON DONOVAN,RHYTHM OF THE RAIN
25,FAITH NO MORE,EPIC {1990 RE-RELEASE}
26,BLUE PEARL,NAKED IN THE RAIN
27,TALK TALK,LIFE'S WHAT YOU MAKE IT {1990}
28,TWENTY4SEVEN FEATURING CAPTAIN HOLLYWOOD,I CAN'T STAND IT FT CAPTAIN HOLLYWOOD
29,GEORGE MICHAEL,PRAYING FOR TIME
30,ROXETTE,LISTEN TO YOUR HEART/DANGEROUS
31,MC TUNES VS 808 STATE,TUNES SPLITS THE ATOM
32,S-EXPRESS,NOTHING TO LOSE
33,CLIFF RICHARD,SILHOUETTES
34,DNA,LA SERENISSIMA
35,MONIE LOVE FEATURING TRUE IMAGE,IT'S A SHAME (MY SISTER) FT TRUE IMAGE
36,SOUP DRAGONS FEATURING JUNIOR REID,I'M FREE FT JUNIOR REID
37,JIVE BUNNY AND THE MASTERMIXERS,CAN CAN YOU PARTY
38,QUIREBOYS,THERE SHE GOES AGAIN/MISLED
39,DNA FEATURING SUZANNE VEGA,TOM'S DINER FT SUZANNE VEGA
40,RIVER CITY PEOPLE,(WHAT'S WRONG WITH) DREAMING {1990}
41,GRAND PLAZ,WOW WOW - NA NA
42,THE SHAMEN,MAKE IT MINE
43,GO WEST,KING OF WISHFUL THINKING
44,PARTNERS IN KRYME,TURTLE POWER
45,THE BLACK CROWES,HARD TO HANDLE
46,JON BON JOVI,BLAZE OF GLORY
47,BIRDLAND,ROCK AND ROLL NIGGER
48,COCTEAU TWINS,ICEBLINK LUCK
49,LINDY LAYTON FEATURING JANET KAY,SILLY GAMES FT JANET KAY
50,LA MIX,COMING BACK FOR MORE
51,BEATS INTERNATIONAL,BURUNDI BLUES
52,ORBITAL,OMEN
53,ASWAD,NEXT TO YOU
54,ELECTRIBE 101,YOU'RE WALKING
55,MC HAMMER,U CAN'T TOUCH THIS
56,BELL BIV DEVOE,DO ME
57,MAXI PRIEST FEATURING JAZZIE B,PEACE THROUGHOUT THE WORLD FT JAZZIE B
58,MOVEMENT 98 FEATURING CARROLL THOMPSON,SUNRISE FT CARROLL THOMPSON
59,THE LA'S,TIMELESS MELODY
60,PRIMAL SCREAM,COME TOGETHER
61,DOGS D'AMOUR,EMPTY WORLD
62,SINITTA,LOVE AND AFFECTION
63,THE CHRISTIANS,GREENBANK DRIVE
64,THE POGUES,SUMMER IN SIAM
65,RED HOT CHILI PEPPERS,HIGHER GROUND {1990 RE-RELEASE}
66,JAGGED EDGE,YOU DON'T LOVE ME
67,NEW MODEL ARMY,GET ME OUT
68,TOGETHER,HARDCORE UPROAR
69,WORLD PARTY,WAY DOWN NOW
70,STING,ENGLISHMAN IN NEW YORK
71,AWESOME 3,HARD UP
72,THAT PETROL EMOTION,HEY VENUS
73,DAN REED NETWORK,LOVER/MONEY
74,MIKE 'HITMAN' WILSON,ANOTHER SLEEPLESS NIGHT
75,PROPAGANDA,ONLY ONE WORD
76,BLUE NILE,HEADLIGHTS ON THE PARADE
77,DARYL HALL AND JOHN OATES,SO CLOSE
78,YELL!,LET'S GO ROUND AGAIN
79,EARTH PEOPLE,DANCE
80,A MAN CALLED ADAM,BAREFOOT IN THE HEAD
81,JUDAS PRIEST,PAIN KILLER
82,ROGER WATERS FEATURING CYNDI LAUPER,ANOTHER BRICK IN THE WALL (PART 2) FT CYNDI LAUPER
83,STEREO MC'S,ELEVATE MY MIND
84,THE COOL NOTES,SPEND THE NIGHT
85,TOTO,AFRICA/CAN YOU HEAR WHAT I'M SAYING
86,HARRY CONNICK JR,RECIPE FOR LOVE
87,HAPPY MONDAYS,STEP ON
88,WESTERN BLOCK INTRODUCING TERRI SYMON,RIGHT HERE RIGHT NOW
89,BLACK SABBATH,FEELS GOOD TO ME
90,GRID,A BEAT CALLED LOVE
91,BREATHE,SAY HELLO
92,AN EMOTIONAL FISH,LACE VIRGINIA
93,DIRTY WHITE BOY,LET'S SPEND MOMMA'S MONEY
94,COLIN JAMES,JUST CAME BACK
95,LL COOL J FEATURING UNCLE L,THE BOOMIN' SYSTEM FT UNCLE L
96,BLACK LACE,GANG BANG
97,WILDSKI,WONDERFUL WORLD
98,SMITH AND MIGHTY FEATURING JACKIE JACKSON,ANYONE... FT JACKIE JACKSON
99,NITZER EBB,FUN TO BE HAD/GETTING CLOSER/OUT OF MIND
100,TACK HEAD,CLASS ROCK
