positions,artists,titles
1,RICKY VALANCE,TELL LAURA I LOVE HER
2,ROY ORBISON,ONLY THE LONELY
3,CLIFF RICHARD,NINE TIMES OUT OF TEN
4,ELVIS PRESLEY,A MESS OF BLUES
5,THE SHADOWS,APACHE
6,THE EVERLY BROTHERS,LUCILLE/SO SAD
7,ADAM FAITH,HOW ABOUT THAT
8,THE VENTURES,"WALK, DON'T RUN"
9,DUANE EDDY,BECAUSE THEY'RE YOUNG
10,SAM COOKE,CHAIN GANG
11,SHIRLEY BASSEY,AS LONG AS HE NEEDS ME
12,BOB LUMAN,LET'S THINK ABOUT LIVING
13,HANK LOCKLIN,PLEASE HELP ME I'M FALLING
14,CONNIE FRANCIS,EVERYBODY'S SOMEBODY'S FOOL
15,JOHN BARRY SEVEN,WALK DON'T RUN
16,KAYE SISTERS,PAPER ROSES
17,THE EVERLY BROTHERS,WHEN WILL I BE LOVED
18,CLIFF RICHARD,PLEASE DON'T TEASE
19,MARK WYNTER,IMAGE OF A GIRL
20,RUSS CONWAY,PASSING BREEZE
21,JOHNNY KIDD AND THE PIRATES,SHAKIN' ALL OVER
22,KEN DODD,LOVE IS LIKE A VIOLIN
23,FRANK SINATRA,NICE 'N' EASY
24,ANTHONY NEWLEY,IF SHE SHOULD COME TO YOU
25,JOHNNY AND THE HURRICANES,ROCKING GOOSE
26,BOBBY RYDELL,VOLARE
27,BRENDA LEE,I'M SORRY
28,MIKE PRESTON,I'D DO ANYTHING
29,ROLF HARRIS,TIE ME KANGAROO DOWN SPORT
30,JOHNNY BURNETTE,DREAMIN'
31,FRANKIE VAUGHAN,KOOKIE LITTLE PARADISE
32,LONNIE DONEGAN,LORELEI
33,JOHNNY PRESTON,FEEL SO FINE
34,WANDA JACKSON,LET'S HAVE A PARTY
35,BILLY FURY,WONDROUS PLACE
36,EMILE FORD AND THE CHECKMATES,THEM THERE EYES
37,MR. ACKER BILK AND HIS PARAMOUNT JAZZ BAND,WHITE CLIFFS OF DOVER
38,JOHNNY MATHIS,MY LOVE FOR YOU
39,PILTDOWN MEN,MACDONALD'S CAVE
40,FENDERMEN,MULE SKINNER BLUES
41,JIM REEVES,HE'LL HAVE TO GO
42,GARY MILLS,LOOK FOR A STAR
43,BROOK BENTON,KIDDIO
44,CHUBBY CHECKER,THE TWIST
45,FRANK WEIR,CARIBBEAN HONEYMOON
46,ELLA FITZGERALD,HOW HIGH THE MOON
47,JOHNNY KIDD AND THE PIRATES,RESTLESS
48,ANITA BRYANT,MY LITTLE CORNER OF THE WORLD
49,EDDIE COCHRAN,SWEETIE PIE
50,JACKIE WILSON,ALL MY LOVE
