positions,artists,titles
1,PAUL ANKA,DIANA
2,PAT BOONE,LOVE LETTERS IN THE SAND
3,JOHNNY DUNCAN AND THE BLUE GRASS BOYS,LAST TRAIN TO SAN FERNANDO
4,PETULA CLARK,WITH ALL MY HEART
5,HARRY BELAFONTE,ISLAND IN THE SUN
6,TOMMY STEELE AND THE STEELMEN,WATER WATER/A HANDFUL OF SONGS
7,CHARLIE GRACIE,I LOVE YOU SO MUCH IT HURTS/WANDERIN' EYES
8,ELVIS PRESLEY,ALL SHOOK UP
9,ELVIS PRESLEY,PARALYSED
10,DEBBIE REYNOLDS,TAMMY
11,LITTLE RICHARD,JENNY JENNY
12,CRICKETS,THAT'LL BE THE DAY
13,BILLY WARD AND HIS DOMINOES,STARDUST
14,LONNIE DONEGAN,GAMBLIN' MAN/PUTTING ON THE STYLE
15,THE EVERLY BROTHERS,BYE BYE LOVE
16,ELVIS PRESLEY,(LET ME BE YOUR) TEDDY BEAR
17,JOHNNIE RAY,BUILD YOUR LOVE (ON A STRONG FOUNDATION)
18,HARRY BELAFONTE AND MILLARD THOMAS,SCARLET RIBBONS
19,PETER SELLERS,ANY OLD IRON
20,KING BROTHERS,IN THE MIDDLE OF AN ISLAND
21,LARRY WILLIAMS,SHORT FAT FANNIE
22,BILLY ECKSTINE AND SARAH VAUGHAN,PASSING STRANGERS
23,PAT BOONE,REMEMBER YOU'RE MINE/THERE'S A GOLDMINE IN THE SKY
24,RUSS HAMILTON,WE WILL MAKE LOVE
25,CHARLIE GRACIE,FABULOUS
26,FRANKIE LYMON AND THE TEENAGERS,GOODY GOODY
27,RUSS HAMILTON,WEDDING RING
28,TONY BRENT,DARK MOON
29,JERRY LEE LEWIS,WHOLE LOTTA SHAKIN' GOIN' ON
30,COASTERS,SEARCHIN'
