positions,artists,titles
1,JASON DERULO,IN MY HEAD
2,FLORENCE/DIZZEE RASCAL,YOU GOT THE DIRTEE LOVE
3,RIHANNA,RUDE BOY
4,ELLIE GOULDING,STARRY EYED
5,ALICIA KEYS,EMPIRE STATE OF MIND (PART II)
6,TIMBALAND FT KATY PERRY,IF WE EVER MEET AGAIN
7,SUGABABES,WEAR MY KISS
8,OWL CITY,FIREFLIES
9,HELPING HAITI,EVERYBODY HURTS
10,JLS,ONE SHOT
11,CHERYL COLE,PARACHUTE
12,CHIDDY BANG,OPPOSITE OF ADULTS
13,MARINA & THE DIAMONDS,HOLLYWOOD
14,LEONA LEWIS,I GOT YOU
15,JAY SEAN/SEAN PAUL/LIL JON,DO YOU REMEMBER
16,3OH3 FT KATY PERRY,STARSTRUKK
17,JAY-Z FT ALICIA KEYS,EMPIRE STATE OF MIND
18,GLEE CAST,DON'T STOP BELIEVIN'
19,LEMAR,THE WAY LOVE GOES
20,LADY GAGA,BAD ROMANCE
21,FLORENCE & THE MACHINE,YOU'VE GOT THE LOVE
22,YOUNG MONEY FT LLOYD,BEDROCK
23,JOURNEY,DON'T STOP BELIEVIN'
24,IYAZ,REPLAY
25,GLEE CAST,HALO/WALKING ON SUNSHINE
26,KESHA FT 3OH3,BLAH BLAH BLAH
27,EXAMPLE,WON'T GO QUIETLY
28,JEDWARD FT VANILLA ICE,UNDER PRESSURE (ICE ICE BABY)
29,ALPHABEAT,HOLE IN MY HEART
30,SIDNEY SAMSON FT WIZARD SLEEVE,RIVERSIDE (LET'S GO)
31,KESHA,TIK TOK
32,ALEXANDRA BURKE,BROKEN HEELS
33,JAY-Z FT MR HUDSON,YOUNG FOREVER
34,SATURDAYS,EGO
35,PIXIE LOTT,GRAVITY
36,CHRIS BROWN,CRAWL
37,LADY GAGA,TELEPHONE
38,MUSE,RESISTANCE
39,GLEE CAST,IT'S MY LIFE/CONFESSIONS PART II
40,CHERYL COLE,FIGHT FOR THIS LOVE
41,BLACK EYED PEAS,I GOTTA FEELING
42,BIFFY CLYRO,MANY OF HORROR
43,BLACK EYED PEAS,ROCK THAT BODY
44,COURTEENERS,YOU OVERDID IT DOLL
45,N-DUBZ FT MR HUDSON,PLAYING WITH FIRE
46,BLACK EYED PEAS,MEET ME HALFWAY
47,PLAN B,STAY TOO LONG
48,FLORENCE & THE MACHINE,DOG DAYS ARE OVER
49,PIXIE LOTT,CRY ME OUT
50,RIHANNA,RUSSIAN ROULETTE
51,MUMFORD & SONS,THE CAVE
52,CALVIN HARRIS,YOU USED TO HOLD ME
53,ALICIA KEYS,DOESN'T MEAN ANYTHING
54,TIMBALAND/NELLY FURTADO/SOSHY,MORNING AFTER DARK
55,KASABIAN,FIRE
56,ALEXANDRA BURKE FT FLO RIDA,BAD BOYS
57,MICHAEL BUBLE,HAVEN'T MET YOU YET
58,LADY GAGA,POKER FACE
59,GLEE CAST,SWEET CAROLINE
60,GIGGS FT BOB,DON'T GO THERE
61,BEYONCE,SINGLE LADIES (PUT A RING ON IT)
62,JASON DERULO,WHATCHA SAY
63,ROBBIE WILLIAMS,YOU KNOW ME
64,PAOLO NUTINI,PENCIL FULL OF LEAD
65,GLEE CAST,KEEP HOLDING ON
66,KINGS OF LEON,SEX ON FIRE
67,CHERYL COLE FT WILL I AM,3 WORDS
68,DJ ZINC FT MS DYNAMITE,WILE OUT
69,CHIPMUNK FT TALAY RILEY,LOOK FOR ME
70,JASON MRAZ,I'M YOURS
71,NOISETTES,NEVER FORGET YOU
72,JUSTIN BIEBER,ONE TIME
73,DRAKE/KANYE/LIL WAYNE/EMINEM,FOREVER
74,LADY GAGA,JUST DANCE
75,PAOLO NUTINI,10/10
76,PITBULL FT AKON,SHUT IT DOWN
77,GLEE CAST,NO AIR
78,JAY SEAN FT LIL WAYNE,DOWN
79,GLEE CAST,SOMEBODY TO LOVE
80,WESTLIFE,WHAT ABOUT NOW
81,JLS,EVERYBODY IN LOVE
82,JLS,BEAT AGAIN
83,DAVID GUETTA FT AKON,SEXY CHICK
84,ANTHONY NEWLEY/LESLIE BRICUSSE,PURE IMAGINATION
85,TEMPER TRAP,SWEET DISPOSITION
86,REMADY,NO SUPERSTAR
87,ELLIE GOULDING,UNDER THE SHEETS
88,LADY GAGA,PAPARAZZI
89,DANNY BYRD FT LIQUID,SWEET HARMONY
90,RIHANNA FT YOUNG JEEZY,HARD
91,AKON FT KERI HILSON,OH AFRICA
92,DIZZEE RASCAL/VAN HELDEN,BONKERS
93,LA ROUX,IN FOR THE KILL
94,MICHAEL BUBLE,CRY ME A RIVER
95,KINGS OF LEON,USE SOMEBODY
96,MUMFORD & SONS,LITTLE LION MAN
97,30 SECONDS TO MARS,KINGS AND QUEENS
98,TAYLOR SWIFT,TODAY WAS A FAIRYTALE
99,GLEE CAST,THONG SONG
100,RAUL MALO,MOONLIGHT KISS
