positions,artists,titles
1,PROCOL HARUM,A WHITER SHADE OF PALE
2,THE BEATLES,ALL YOU NEED IS LOVE
3,THE MONKEES,ALTERNATE TITLE
4,ENGELBERT HUMPERDINCK,THERE GOES MY EVERYTHING
5,THE TURTLES,SHE'D RATHER BE WITH ME
6,VIKKI CARR,IT MUST BE HIM (SEUL SUR SON ETOILE)
7,THE HOLLIES,CARRIE-ANNE
8,PINK FLOYD,SEE EMILY PLAY
9,TOPOL,IF I WERE A RICH MAN
10,ARETHA FRANKLIN,RESPECT
11,THE YOUNG RASCALS,GROOVIN'
12,ARTHUR CONLEY,SWEET SOUL MUSIC
13,SCOTT MCKENZIE,SAN FRANCISCO (BE SURE TO WEAR SOME FLOWERS IN YOUR HAIR)
14,THE SMALL FACES,HERE COME THE NICE
15,TRAFFIC,PAPER SUN
16,THE SUPREMES,THE HAPPENING
17,CREAM,STRANGE BREW
18,THE FOUR TOPS,SEVEN ROOMS OF GLOOM
19,"DAVE DEE, DOZY, BEAKY, MICK AND TICH",OKAY!
20,PETULA CLARK,DON'T SLEEP IN THE SUBWAY
21,MARVELETTES,WHEN YOU'RE YOUNG AND IN LOVE
22,GLADYS KNIGHT AND THE PIPS,TAKE ME IN YOUR ARMS AND LOVE ME
23,THE TREMELOES,SILENCE IS GOLDEN
24,VINCE HILL,ROSES OF PICARDY
25,NANCY SINATRA/NANCY SINATRA AND LEE HAZLEWOOD,YOU ONLY LIVE TWICE/JACKSON
26,CLIFF RICHARD,I'LL COME RUNNING
27,THE MAMAS AND THE PAPAS,DEDICATED TO THE ONE I LOVE
28,OTIS REDDING,SHAKE
29,YOUNG IDEA,WITH A LITTLE HELP FROM MY FRIENDS
30,THE DUBLINERS,SEVEN DRUNKEN NIGHTS
31,MIKE SAMMES SINGERS,SOMEWHERE MY LOVE
32,LULU,LET'S PRETEND
33,ANITA HARRIS,JUST LOVING YOU
34,THE BEACH BOYS,THEN I KISSED HER
35,THE BACHELORS,MARTA
36,TOM JONES,FUNNY FAMILIAR FORGOTTEN FEELINGS
37,THE KINKS,WATERLOO SUNSET
38,SANDIE SHAW,TONIGHT IN TOKYO
39,JIMI HENDRIX EXPERIENCE,THE WIND CRIES MARY
40,CILLA BLACK,WHAT GOOD AM I
41,ENGELBERT HUMPERDINCK,RELEASE ME
42,NANCY SINATRA AND FRANK SINATRA,SOMETHIN' STUPID
43,HERB ALPERT,CASINO ROYALE
44,HAPPENINGS,I GOT RHYTHM
45,SANDIE SHAW,PUPPET ON A STRING
46,JOE BROWN,WITH A LITTLE HELP FROM MY FRIENDS
47,JOHNNY MANN SINGERS,"UP, UP AND AWAY"
48,JUDITH DURHAM,OLIVE TREE
49,DESMOND DEKKER AND THE ACES,007
50,THE BEE GEES,TO LOVE SOMEBODY
