positions,artists,titles
1,BACCARA,YES SIR I CAN BOOGIE
2,LA BELLE EPOQUE,BLACK IS BLACK
3,ROD STEWART,YOU'RE IN MY HEART
4,DAVID SOUL,SILVER LADY
5,ABBA,NAME OF THE GAME
6,STATUS QUO,ROCKIN' ALL OVER THE WORLD
7,RAM JAM,BLACK BETTY
8,THE SEX PISTOLS,HOLIDAY IN THE SUN
9,DANNY MIRROR,I REMEMBER ELVIS PRESLEY
10,MECO,STAR WARS THEME
11,THE CARPENTERS,CALLING OCCUPANTS OF INTERPLANETARY CRAFT
12,THE STRANGLERS,NO MORE HEROES
13,QUEEN,WE ARE THE CHAMPIONS
14,THE EMOTIONS,BEST OF MY LOVE
15,TOM ROBINSON,2-4-6-8 MOTORWAY
16,DONNA SUMMER,I REMEMBER YESTERDAY
17,SMOKIE,NEEDLES AND PINS
18,YES,WONDEROUS STORIES
19,ELVIS PRESLEY,WAY DOWN
20,ROXY MUSIC,VIRGINIA PLAIN {1977}
21,NAZARETH,HOT TRACKS (EP)
22,YVONNE ELLIMAN,I CAN'T GET YOU OUT OF MY MIND
23,PATSY GALLANT,FROM NEW YORK TO L.A.
24,GIORGIO,FROM HERE TO ETERNITY
25,DAVID BOWIE,HEROES
26,DOROTHY MOORE,I BELIEVE YOU
27,MARY MASON,ANGEL OF THE MORNING/ANYWAY THAT YOU WANT ME
28,LEO SAYER,THUNDER IN MY HEART
29,SANTANA,SHE'S NOT THERE
30,GEORGE BENSON,GREATEST LOVE OF ALL
31,DEEP PURPLE,NEW LIVE AND RARE (EP)
32,PRATT AND MCCLAIN,HAPPY DAYS
33,MERI WILSON,TELEPHONE MAN
34,TINA CHARLES,LOVE BUG
35,SPACE.,MAGIC FLY
36,THE BEE GEES,HOW DEEP IS YOUR LOVE
37,PETER MAC JUNIOR/GODIEGO,THE WATER MARGIN
38,THE COMMODORES,BRICKHOUSE/SWEET LOVE
39,ROSE ROYCE,DO YOUR DANCE
40,BARRY WHITE,IT'S ECSTASY WHEN YOU LAY DOWN NEXT TO ME
41,ROKOTTO,BOOGIE ON UP
42,THE BARRON KNIGHTS,LIVE IN TROUBLE
43,ELECTRIC LIGHT ORCHESTRA,TURN TO STONE
44,STELLA PARTON,THE DANGER OF A STRANGER
45,FLEETWOOD MAC,YOU MAKE LOVING FUN
46,PETER BLAKE,LIPSMACKIN' ROCK 'N' ROLLIN'
47,BONEY M,BELFAST
48,RITA COOLIDGE,(YOUR LOVE HAS LIFTED ME) HIGHER AND HIGHER
49,JONATHAN RICHMAN AND THE MODERN LOVERS,EGYPTIAN REGGAE
50,SLADE,MY BABY LEFT ME
