positions,artists,titles
1,STEVE HARLEY AND COCKNEY REBEL,MAKE ME SMILE (COME UP AND SEE ME)
2,TELLY SAVALAS,IF
3,THE CARPENTERS,PLEASE MR POSTMAN
4,MUD,THE SECRETS THAT YOU KEEP
5,FOX,ONLY YOU CAN
6,SHIRLEY AND COMPANY,"SHAME, SHAME, SHAME"
7,FRANKIE VALLI,MY EYES ADORED YOU
8,MAC AND KATIE KISSOON,SUGAR CANDY KISSES
9,PILOT,JANUARY
10,WIGAN'S CHOSEN FEW,FOOTSEE
11,LOVE UNLIMITED,IT MAY BE WINTER OUTSIDE (BUT IN MY HEART IT'S SPRING)
12,SYREETA,YOUR KISS IS SWEET
13,ALVIN STARDUST,GOOD LOVE CAN NEVER DIE
14,HELEN REDDY,ANGIE BABY
15,JOHNNY WAKELIN AND THE KINSHASA BAND,BLACK SUPERMAN (MUHAMMAD ALI)
16,GLITTER BAND,GOODBYE MY LOVE
17,DANA,PLEASE TELL HIM THAT I SAID HELLO
18,THE STYLISTICS,STAR ON A TV SHOW
19,JOHNNY MATHIS,I'M STONE IN LOVE WITH YOU
20,QUEEN,NOW I'M HERE
21,SLADE,HOW DOES IT FEEL?
22,THE AVERAGE WHITE BAND,PICK UP THE PIECES
23,HAMILTON BOHANNON,SOUTH AFRICAN MAN
24,SUPERTRAMP,DREAMER
25,ARROWS,MY LAST NIGHT WITH YOU
26,BARRY MANILOW,MANDY
27,JOHN LENNON,NO 9 DREAM
28,KENNY,THE BUMP
29,DAVID BOWIE,YOUNG AMERICANS
30,SHOWADDYWADDY,SWEET MUSIC
31,BETTY WRIGHT,SHOORAH SHOORAH
32,BACHMAN-TURNER OVERDRIVE,ROLL ON DOWN THE HIGHWAY
33,THE DRIFTERS,LOVE GAMES
34,ELVIS PRESLEY,PROMISED LAND
35,JOHN HOLT,HELP ME MAKE IT THROUGH THE NIGHT
36,GARY LEWIS AND THE PLAYBOYS,MY HEART'S SYMPHONY
37,DONNY & MARIE OSMOND,MORNING SIDE OF THE MOUNTAIN
38,DEAN PARRISH,I'M ON MY WAY
39,SUZI QUATRO,YOUR MAMA WON'T LIKE ME
40,SWEET SENSATION,PURELY BY COINCIDENCE
41,STEVIE WONDER,BOOGIE ON REGGAE WOMAN
42,RUPIE EDWARDS,LEGO SKANGA
43,THE OSMONDS,HAVING A PARTY
44,GUYS AND DOLLS,THERE'S A WHOLE LOT OF LOVING
45,TITO SIMON,THIS MONDAY MORNING FEELING
46,SYLVIA,Y VIVA ESPANA
47,CHARLIE RICH,WE LOVE EACH OTHER
48,GLORIA GAYNOR,NEVER CAN SAY GOODBYE
49,TYMES,MS. GRACE
50,SPARKS,SOMETHING FOR THE GIRL WITH EVERYTHING
