positions,artists,titles
1,WIZZARD,SEE MY BABY JIVE
2,SUZI QUATRO,CAN THE CAN
3,PERRY COMO,AND I LOVE YOU SO
4,MEDICINE HEAD,ONE AND ONE IS ONE
5,THE SWEET,HELL RAISER
6,DAWN FEATURING TONY ORLANDO,TIE A YELLOW RIBBON ROUND THE OLD OAK TREE FT TONY ORLANDO
7,STEVIE WONDER,YOU ARE THE SUNSHINE OF MY LIFE
8,DEODATO,ALSO SPRACH ZARATHUSTRA (2001)
9,NAZARETH,BROKEN DOWN ANGEL
10,LOU REED,WALK ON THE WILD SIDE
11,DETROIT SPINNERS,COULD IT BE I'M FALLING IN LOVE
12,DETROIT EMERALDS,"YOU WANT IT, YOU GOT IT"
13,10CC,RUBBER BULLETS
14,THE PARTRIDGE FAMILY,WALKING IN THE RAIN
15,GARY GLITTER,HELLO! HELLO! I'M BACK AGAIN
16,ROGER DALTREY,GIVING IT ALL AWAY
17,FLEETWOOD MAC,ALBATROSS {1973}
18,HOT CHOCOLATE,BROTHER LOUIE
19,ANNE-MARIE DAVID,WONDERFUL DREAM
20,STEALERS WHEEL,STUCK IN THE MIDDLE WITH YOU
21,DAVID BOWIE,DRIVE-IN SATURDAY
22,FIRST CHOICE,ARMED AND EXTREMELY DANGEROUS
23,ALICE COOPER,NO MORE MR. NICE GUY
24,CHICORY TIP,GOOD GRIEF CHRISTINA
25,STATUS QUO,MEAN GIRL
26,PETERS AND LEE,WELCOME HOME
27,ELVIS PRESLEY,POLK SALAD ANNIE
28,WINGS,MY LOVE
29,SHIRLEY BASSEY,NEVER NEVER NEVER
30,JEFF BECK AND ROD STEWART,I'VE BEEN DRINKING
31,GLADYS KNIGHT AND THE PIPS,NEITHER ONE OF US
32,CLIFF RICHARD,HELP IT ALONG/TOMORROW RISING
33,THE EDGAR WINTER GROUP,FRANKENSTEIN
34,JUDGE DREAD,BIG EIGHT
35,JUNIOR CAMPBELL,SWEET ILLUSION
36,GEORDIE,ALL BECAUSE OF YOU
37,LITTLE JIMMY OSMOND,TWEEDLE DEE
38,GEORGE HARRISON,GIVE ME LOVE (GIVE ME PEACE ON EARTH)
39,HOTSHOTS,SNOOPY VERSUS THE RED BARON
40,GILBERT O'SULLIVAN,GET DOWN
41,DAVID CASSIDY,I'M A CLOWN/SOME KIND OF SUMMER
42,JAMES BOYS,OVER AND OVER
43,DONNY OSMOND,THE TWELFTH OF NEVER
44,GENE PITNEY,24 SYCAMORE
45,NEIL SEDAKA,STANDING ON THE INSIDE
46,STUART GILLIES,AMANDA
47,LITTLE JIMMY OSMOND,LONG HAIRED LOVER FROM LIVERPOOL
48,TOM JONES,A LETTER TO LUCILLE
49,CLIFF RICHARD,POWER TO ALL OUR FRIENDS
50,LINDA LEWIS,ROCK-A-DOODLE-DOO
