positions,artists,titles
1,ALOE BLACC,THE MAN
2,JOHN LEGEND,ALL OF ME
3,DUKE DUMONT FT JAX JONES,I GOT U
4,ROUTE 94 FT JESS GLYNNE,MY LOVE
5,FAUL & WAD AD VS PNAU,CHANGES
6,PHARRELL WILLIAMS,HAPPY
7,JOHN MARTIN,ANYWHERE FOR YOU
8,CLEAN BANDIT FT JESS GLYNNE,RATHER BE
9,ENRIQUE IGLESIAS FT PITBULL,I'M A FREAK
10,5 SECONDS OF SUMMER,SHE LOOKS SO PERFECT
11,KATY PERRY FT JUICY J,DARK HORSE
12,PAOLO NUTINI,SCREAM (FUNK MY LIFE UP)
13,CHRIS BROWN FT LIL WAYNE,LOYAL
14,SAM SMITH,MONEY ON MY MIND
15,AVICII,ADDICTED TO YOU
16,CHAINSMOKERS,SELFIE
17,IDINA MENZEL,LET IT GO
18,DVBBS & BORGEOUS/TINIE TEMPAH,TSUNAMI (JUMP)
19,CHRISTINA PERRI,HUMAN
20,MARTIN GARRIX & JAY HARDWAY,WIZARD
21,A GREAT BIG WORLD/AGUILERA,SAY SOMETHING
22,COLDPLAY,MAGIC
23,PITBULL FT KESHA,TIMBER
24,WILL I AM/CYRUS/KHALIFA,FEELIN' MYSELF
25,SHAKIRA,EMPIRE
26,TIESTO,RED LIGHTS
27,HAIM,IF I COULD CHANGE YOUR MIND
28,GORGON CITY FT MNEK,READY FOR YOUR LOVE
29,FRANKIE KNUCKLES,YOUR LOVE
30,ONEREPUBLIC,COUNTING STARS
31,DAVID GUETTA FT SKYLAR GREY,SHOT ME DOWN
32,BEYONCE FT JAY-Z,DRUNK IN LOVE
33,TOVE LO FT HIPPIE SABOTAGE,STAY HIGH
34,FLO RIDA,HOW I FEEL
35,PALOMA FAITH,CAN'T RELY ON YOU
36,ELLIE GOULDING,HOW LONG WILL I LOVE YOU
37,TREY SONGZ,NA NA
38,AVICII,HEY BROTHER
39,KYLIE MINOGUE,INTO THE BLUE
40,KRISTEN BELL/AGATHA LEE MONN,DO YOU WANT TO BUILD A SNOWMAN
41,ZEDD FT HAYLEY WILLIAMS,STAY THE NIGHT
42,KLAXONS,THERE IS NO OTHER TIME
43,LITTLE MIX,WORD UP
44,KATY B,CRYING FOR NO REASON
45,KAISER CHIEFS,COMING HOME
46,JASON DERULO,TRUMPETS
47,SHAKIRA FT RIHANNA,CAN'T REMEMBER TO FORGET YOU
48,GARY BARLOW,LET ME GO
49,LILY ALLEN,AIR BALLOON
50,AMERICAN AUTHORS,BEST DAY OF MY LIFE
51,TUJAMO & PLASTIK FUNK/SNEAKBO,DR WHO
52,VANCE JOY,RIPTIDE
53,SARA BAREILLES,BRAVE
54,IMAGINE DRAGONS,DEMONS
55,FOXES,LET GO FOR TONIGHT
56,IDINA MENZEL/KRISTEN BELL,FOR THE FIRST TIME IN FOREVER
57,LONDON GRAMMAR,STRONG
58,DEMI LOVATO,LET IT GO
59,KATY PERRY,ROAR
60,LORDE,ROYALS
61,AVICII,WAKE ME UP
62,JAMIE JOHNSON,I CAN'T MAKE YOU LOVE ME
63,DJ SNAKE & LIL JON,TURN DOWN FOR WHAT
64,KRISTEN BELL/SANTINO FONTANA,LOVE IS AN OPEN DOOR
65,LONDON GRAMMAR,HEY NOW
66,PIERCES,BELIEVE IN ME
67,JUSTIN BIEBER FT CHANCE,CONFIDENT
68,J COLE FT AMBER COFFMAN,SHE KNOWS
69,BASTILLE,POMPEII
70,BEYONCE,XO
71,PAOLO NUTINI,BETTER MAN
72,PASSENGER,LET HER GO
73,EXAMPLE,KIDS AGAIN
74,NEIGHBOURHOOD,SWEATER WEATHER
75,KID INK FT CHRIS BROWN,SHOW ME
76,JAMES BLUNT,BONFIRE HEART
77,PIXIE LOTT,NASTY
78,DJ FRESH/JAY FAY/MS DYNAMITE,DIBBY DIBBY SOUND
79,CHRISTINA PERRI,A THOUSAND YEARS
80,EMINEM FT RIHANNA,THE MONSTER
81,ELBOW,ONE DAY LIKE THIS
82,SOPHIE MAY WILLIAMS,ROYALS
83,ELLIE GOULDING,BURN
84,OLLY MURS,DEAR DARLIN'
85,DISCLOSURE FT ELIZA DOOLITTLE,YOU & ME
86,MARTIN GARRIX,ANIMALS
87,ROBIN THICKE/TI/PHARRELL,BLURRED LINES
88,IMAGINE DRAGONS,RADIOACTIVE
89,ARCTIC MONKEYS,DO I WANNA KNOW
90,DAFT PUNK FT PHARRELL WILLIAMS,GET LUCKY
91,JASON DERULO,STUPID LOVE
92,JOHN NEWMAN,LOVE ME AGAIN
93,MILEY CYRUS,WRECKING BALL
94,LANA DEL REY VS CEDRIC GERVAIS,SUMMERTIME SADNESS
95,SKRILLEX/KILL THE NOISE/FATMAN,RECESS
96,YG/JEEZY/RICH HOMIE QUAN,MY N***A
97,PASSENGER,WHISPERS
98,ONE DIRECTION,STORY OF MY LIFE
99,AWOLNATION,SAIL
100,BEYONCE,PARTITION
