positions,artists,titles
1,BADDIEL/SKINNER/LIGHTNING SEED,3 LIONS '98
2,FAT LES,VINDALOO
3,B'WITCHED,C'EST LA VIE
4,PRAS MICHEL FT ODB & MYA,GHETTO SUPASTAR [THAT IS WHAT YOU ARE]
5,BEASTIE BOYS,INTERGALACTIC
6,EAGLE-EYE CHERRY,SAVE TONIGHT
7,MOUSSE T VS HOT'N'JUICY,HORNY
8,FIVE,GOT THE FEELIN'
9,KAREN RAMIREZ,LOOKING FOR LOVE
10,911,HOW DO YOU WANT ME TO LOVE YOU?
11,BRANDY & MONICA,THE BOY IS MINE
12,DARIO G,CARNAVAL DE PARIS
13,LIGHTHOUSE FAMILY,LOST IN SPACE
14,DES'REE,LIFE
15,FATBOY SLIM,THE ROCKAFELLER SKANK
16,ULTRA,SAY IT ONCE
17,MAVERICKS,DANCE THE NIGHT AWAY
18,AARON CARTER,SURFIN' USA
19,LUTRICIA MCNEAL,STRANDED
20,LEANN RIMES,HOW DO I LIVE
21,SPACE,BEGIN AGAIN
22,BLUE PEARL,NAKED IN THE RAIN '98
23,HANSON,THINKING OF YOU
24,DANA INTERNATIONAL,DIVA
25,BUS STOP FT CARL DOUGLAS,KUNG FU FIGHTING
26,WIMBLEDON CHORAL SOCIETY,WORLD CUP '98 - PAVANE BY FAURE
27,LCD,ZORBA'S DANCE
28,MARIAH CAREY,MY ALL
29,JANET JACKSON,GO DEEP
30,TAMPERER FEAT MAYA,FEEL IT
31,METALLICA,FUEL
32,DJ RAP,BAD GIRL
33,TINA ARENA,WHISTLE DOWN THE WIND
34,STEPS,LAST THING ON MY MIND
35,ALL SAINTS,UNDER THE BRIDGE/LADY MARMALADE
36,BAMBOO,THE STRUTT
37,SAVAGE GARDEN,TRULY MADLY DEEPLY
38,PUBLIC ANNOUNCEMENT,BODY BUMPIN' (YIPPIE-YI-YO)
39,ERIC CLAPTON,CIRCUS
40,CORRS,DREAMS
41,SILVER SUN,"TOO MUCH, TOO LITTLE, TOO LATE"
42,LIONEL RICHIE,CLOSEST THING TO HEAVEN
43,AQUA,TURN BACK TIME
44,IMAJIN FT KEITH MURRAY,SHORTY (YOU KEEP PLAYIN' WITH MY MIND)
45,LYNDEN DAVID HALL,CRESCENT MOON
46,TRACY SHAW,HAPPENIN' ALL OVER AGAIN
47,WILL MELLOR,NO MATTER WHAT I DO
48,2 PAC,DO FOR LOVE
49,ENGLAND UNITED,(HOW DOES IT FEEL TO BE) ON TOP OF THE..
50,WYCLEF JEAN,GONE TILL NOVEMBER
51,ALEXIA,GIMME LOVE
52,ASIAN DUB FOUNDATION,BLACK WHITE
53,DEL AMITRI,DON'T COME HOME TOO SOON
54,JAMAICA UNITED,RISE UP
55,CODE RED,WHAT WOULD YOU DO IF...?
56,DISCO CITIZENS,NAGASAKI BADGER
57,EMBRACE,COME BACK TO WHAT YOU KNOW
58,SHANIA TWAIN,WHEN
59,MADONNA,RAY OF LIGHT
60,ENGLAND SUPPORTERS BAND,THE GREAT ESCAPE
61,CANIBUS,SECOND ROUND K.O.
62,JAY-Z FEAT BLACKSTREET,THE CITY IS MINE
63,GERIDEAU,MASQUERADE
64,MATCHBOX 20,3 AM
65,AUDIOWEB,PERSONAL FEELING
66,RUN-D.M.C. VS JASON NEVINS,IT'S LIKE THAT
67,BOYZONE,ALL THAT I NEED
68,DRUGSTORE,SOBER
69,WHALE FEATURING BUS 75,FOUR BIG SPEAKERS
70,BRUCE WAYNE,NO GOOD FOR ME
71,NATALIE IMBRUGLIA,WISHING I WAS THERE
72,K.P. & ENVYI,SWING MY WAY
73,CELINE DION,MY HEART WILL GO ON
74,THUNDER,PLAY THAT FUNKY MUSIC
75,IAN BROWN,CAN'T SEE ME
76,STUDIO 2,TRAVELLING MAN
77,TELETUBBIES,TELETUBBIES SAY EH-OH!
78,GREECE 2000,THREE DRIVES EP
79,SHARKEY,PRODUCT OF SOCIETY
80,COAL CHAMBER,LOCO
81,THOMAS BANGALTER,STARDUST
82,SPICE GIRLS,STOP
83,PROPELLERHEADS,BANG ON!
84,FRANK SINATRA,MY WAY
85,BERNARD BUTLER,A CHANGE OF HEART
86,ROBBIE WILLIAMS,LET ME ENTERTAIN YOU
87,A,SING-A-LONG
88,DANIEL O'DONNELL,GIVE A LITTLE LOVE
89,FATHERS OF SOUND/SHARON LYNN,WATER
90,REGGAE BOYZ,KICK IT
91,USHER,NICE & SLOW
92,NOVY VS ENIAC,SUPERSTAR
93,FUZZ TOWNSHEND,TASTY BIG ED
94,PUFF DADDY & JIMMY PAGE,COME WITH ME
95,EAT STATIC,CONTACT...
96,ROBBIE WILLIAMS,ANGELS
97,JUNGLE BROTHERS,JUNGLE BROTHER
98,SOULFLY,UMBABARAUMA
99,TORI AMOS,SPARK
100,MIGHTY MIGHTY BOSSTONES,THE RASCAL KING
