positions,artists,titles
1,ENGELBERT HUMPERDINCK,RELEASE ME
2,HARRY SECOMBE,THIS IS MY SONG
3,VINCE HILL,EDELWEISS
4,ALAN PRICE SET,SIMON SMITH AND THE AMAZING DANCING BEAR
5,WHISTLING JACK SMITH,I WAS KAISER BILL'S BATMAN
6,SANDIE SHAW,PUPPET ON A STRING
7,SEEKERS,GEORGY GIRL
8,PETULA CLARK,THIS IS MY SONG
9,NANCY SINATRA AND FRANK SINATRA,SOMETHIN' STUPID
10,THE BEATLES,PENNY LANE/STRAWBERRY FIELDS FOREVER
11,VAL DOONICAN,MEMORIES ARE MADE OF THIS
12,THE HOLLIES,ON A CAROUSEL
13,HERMAN'S HERMITS,THERE'S A KIND OF HUSH
14,CLIFF RICHARD,IT'S ALL OVER
15,"DAVE DEE, DOZY, BEAKY, MICK AND TICH",TOUCH ME TOUCH ME
16,TOM JONES,DETROIT CITY
17,THE SUPREMES,LOVE IS HERE AND NOW YOU'RE GONE
18,TROGGS,GIVE IT TO ME
19,DUSTY SPRINGFIELD,I'LL TRY ANYTHING
20,PRINCE BUSTER,AL CAPONE
21,ROYAL GUARDSMEN,SNOOPY VERSUS THE RED BARON
22,THE TREMELOES,HERE COMES MY BABY
23,EDDIE FLOYD,KNOCK ON WOOD
24,THE MONKEES,I'M A BELIEVER
25,NEW VAUDEVILLE BAND,PEEK-A-BOO
26,THE SMALL FACES,I CAN'T MAKE IT
27,JIM REEVES,I WON'T COME IN WHILE HE'S THERE
28,GEORGIE FAME,BECAUSE I LOVE YOU
29,THE DAVE CLARK FIVE,YOU GOT WHAT IT TAKES
30,PAUL AND BARRY RYAN,KEEP IT OUT OF SIGHT
31,CASINOS,THEN YOU CAN TELL ME GOODBYE
32,JIMI HENDRIX EXPERIENCE,PURPLE HAZE
33,THE FOUR TOPS,BERNADETTE
34,MARVIN GAYE AND KIM WESTON,IT TAKES TWO
35,DONOVAN,MELLOW YELLOW
36,THE TURTLES,HAPPY TOGETHER
37,SANDY POSEY,SINGLE GIRL
38,TOM JONES,GREEN GREEN GRASS OF HOME
39,GENE PITNEY,COLD LIGHT OF DAY
40,THE DUBLINERS,SEVEN DRUNKEN NIGHTS
41,PINK FLOYD,ARNOLD LAYNE
42,ROY ORBISON,SO GOOD
43,OTIS REDDING,DAY TRIPPER
44,EDDIE FLOYD,RAISE YOUR HAND
45,CAT STEVENS,I'M GONNA GET ME A GUN
46,MANFRED MANN,HA! HA! SAID THE CLOWN
47,MARTHA AND THE VANDELLAS,JIMMY MACK
48,HARPERS BIZARRE,59TH STREET BRIDGE SONG
49,CLINTON FORD,RUN TO THE DOOR
50,JEFF BECK,HI HO SILVER LINING
