positions,artists,titles
1,CLIFF RICHARD,MISTLETOE AND WINE
2,KYLIE AND JASON,ESPECIALLY FOR YOU
3,ERASURE,CRACKERS INTERNATIONAL (EP)
4,ANGRY ANDERSON,SUDDENLY
5,STATUS QUO,BURNING BRIDGES (ON AND OFF AND ON AGAIN)
6,INNER CITY,GOOD LIFE
7,NENEH CHERRY,BUFFALO STANCE
8,BROS,CAT AMONG THE PIGEONS/SILENT NIGHT
9,THE FOUR TOPS,LOCO IN ACAPULCO
10,PHIL COLLINS,TWO HEARTS
11,PETULA CLARK,DOWNTOWN '88
12,U2,ANGEL OF HARLEM
13,MICHAEL JACKSON,SMOOTH CRIMINAL
14,KIM WILDE,FOUR LETTER WORD
15,FREIHEIT,KEEPING THE DREAM ALIVE
16,RICK ASTLEY,TAKE ME TO YOUR HEART
17,NEW ORDER,FINE TIME
18,A-HA,YOU ARE THE ONE
19,LONDONBEAT,9 A.M. (THE COMFORT ZONE)
20,ENYA,EVENING FALLS...
21,A TRIBE OF TOFFS,JOHN KETTLEY (IS A WEATHERMAN)
22,ROBIN BECK,FIRST TIME
23,SHAKIN' STEVENS,TRUE LOVE
24,BANANARAMA,NATHAN JONES
25,INXS,NEED YOU TONIGHT
26,BOMB THE BASS FEATURING MAUREEN,SAY A LITTLE PRAYER FT MAUREEN
27,TIFFANY,RADIO ROMANCE
28,ANNIE LENNOX AND AL GREEN,PUT A LITTLE LOVE IN YOUR HEART
29,BON JOVI,BORN TO BE MY BABY
30,CHRIS DE BURGH,MISSING YOU
31,TRAVELING WILBURYS,HANDLE WITH CARE
32,GLORIA ESTEFAN AND MIAMI SOUND MACHINE,RHYTHM IS GONNA GET YOU
33,PET SHOP BOYS,LEFT TO MY OWN DEVICES
34,NATALIE COLE,I LIVE FOR YOUR LOVE {1988}
35,ALEXANDER O'NEAL,CHRISTMAS SONG/THANK YOU FOR A GOOD YEAR
36,HITHOUSE,JACK TO THE SOUND OF THE UNDERGROUND
37,THE BEACH BOYS,KOKOMO
38,HUMANOID,STAKKER HUMANOID
39,BOY MEETS GIRL,WAITING FOR A STAR TO FALL
40,REGGAE PHILHARMONIC ORCHESTRA,MINNIE THE MOOCHER
41,MILLI VANILLI,BABY DON'T FORGET MY NUMBER
42,GEORGE MICHAEL,KISSING A FOOL
43,GEORGE VAN DUSEN,IT'S PARTY TIME AGAIN
44,YAZZ,STAND UP FOR YOUR LOVE RIGHTS
45,DEACON BLUE,REAL GONE KID
46,BOBBY MCFERRIN,THINKING ABOUT YOUR BODY
47,SALT-N-PEPA,TWIST AND SHOUT
48,KYLIE MINOGUE,JE NE SAIS PAS POURQUOI
49,JOHN LENNON,IMAGINE/JEALOUS GUY
50,THE POGUES,YEAH YEAH YEAH YEAH YEAH
51,BOBBY BROWN,MY PREROGATIVE
52,BONEY M,MARY'S BOY CHILD (MEGAMIX)
53,CHRIS REA,DRIVING HOME FOR CHRISTMAS
54,SANDRA,EVERLASTING LOVE {1988}
55,WEE PAPA GIRL RAPPERS,SOULMATE
56,MISTA E,DON'T BELIEVE THE HYPE
57,BREATHE,HOW CAN I FALL
58,CLIMIE FISHER,LOVE LIKE A RIVER
59,ENYA,ORINOCO FLOW
60,THE HOLLIES,THE AIR THAT I BREATHE {1988}
61,T'PAU,ROAD TO OUR DREAM
62,THE PASADENAS,ENCHANTED LADY
63,BELINDA CARLISLE,LOVE NEVER DIES
64,IRON MAIDEN,THE CLAIRVOYANT
65,LONDON BOYS,REQUIEM
66,FLEETWOOD MAC,AS LONG AS YOU FOLLOW
67,BUDDY HOLLY,TRUE LOVE WAYS {1988}
68,BROTHER BEYOND,HE AIN'T NO COMPETITION
69,RAZE,BREAK 4 LOVE
70,YELLO,TIED UP
71,D MOB FEATURING GARY HAISMAN,WE CALL IT ACIEED FT GARY HAISMAN
72,GLORIA ESTEFAN AND MIAMI SOUND MACHINE,1-2-3
73,ROBERT PALMER,SHE MAKES MY DAY
74,KOOL AND THE GANG,CELEBRATION '88
75,STEVE EARLE,JOHNNY COME LATELY
76,CHRIS DE BURGH,TENDER HANDS
77,TRUTH,OPEN OUR EYES
78,BABY FORD,CHIKKI CHIKKI AHH AHH
79,TRANSVISION VAMP,SISTER MOON
80,SMITH AND MIGHTY,WALK ON
81,WHITNEY HOUSTON,ONE MOMENT IN TIME
82,ERASURE,A LITTLE RESPECT
83,ROYAL HOUSE,CAN YOU PARTY
84,NAT KING COLE,UNFORGETTABLE {1988}
85,MARILLION,FREAKS (LIVE)
86,DIRE STRAITS,SULTANS OF SWING {1988}
87,PHIL COLLINS,GROOVY KIND OF LOVE
88,THE LA'S,THERE SHE GOES
89,MAURICE,THIS IS ACID
90,TOTAL CONTRAST,WAITING IN VAIN
91,STAR TURN ON 45 (PINTS),CHRISTMAS PARTY
92,U2,DESIRE
93,JAN HAMMER,THE RUNNER
94,RUBY TURNER AND JIMMY RUFFIN,WHAT BECOMES OF THE BROKENHEARTED
95,THE CHRISTIANS,HARVEST FOR THE WORLD
96,GUNS N' ROSES,WELCOME TO THE JUNGLE/NIGHTRAIN
97,BLOW,CHANGE
98,DAME EDNA EVERAGE,THEME FROM 'NEIGHBOURS'
99,BROS,I QUIT
100,2 BRAVE,STOP THAT GIRL
