positions,artists,titles
1,LOVE AFFAIR,EVERLASTING LOVE
2,GEORGIE FAME,BALLAD OF BONNIE AND CLYDE
3,ENGELBERT HUMPERDINCK,AM I THAT EASY TO FORGET
4,JOHN FRED AND THE PLAYBOY BAND,JUDY IN DISGUISE (WITH GLASSES)
5,AMEN CORNER,BEND ME SHAPE ME
6,PLASTIC PENNY,EVERYTHING I AM
7,MANFRED MANN,THE MIGHTY QUINN
8,SOLOMON KING,SHE WEARS MY RING
9,THE TREMELOES,SUDDENLY YOU LOVE ME
10,THE SMALL FACES,TIN SOLDIER
11,THE MONKEES,DAYDREAM BELIEVER
12,THE BEATLES,MAGICAL MYSTERY TOUR (EP)
13,THE FOUR TOPS,WALK AWAY RENEE
14,HERMAN'S HERMITS,I CAN TAKE OR LEAVE YOUR LOVING
15,BRENTON WOOD,GIMME LITTLE SIGN
16,THE BEATLES,HELLO GOODBYE
17,THE BEACH BOYS,DARLIN'
18,THE BEE GEES,WORLD
19,HERD,PARADISE LOST
20,TOM JONES,I'M COMING HOME
21,VAL DOONICAN,IF THE WHOLE WORLD STOPPED LOVING
22,THE SCAFFOLD,THANK U VERY MUCH
23,TRAFFIC,HERE WE GO ROUND THE MULBERRY BUSH
24,SIMON DUPREE AND THE BIG SOUND,KITES
25,SYMBOLS,(THE BEST PART OF) BREAKING UP
26,THE MOODY BLUES,NIGHTS IN WHITE SATIN
27,ENGELBERT HUMPERDINCK,THE LAST WALTZ
28,GENE PITNEY,SOMETHING'S GOTTEN HOLD OF MY HEART
29,DIANA ROSS AND THE SUPREMES,IN AND OUT OF LOVE
30,STATUS QUO,PICTURES OF MATCHSTICK MEN
31,TONY BLACKBURN,SO MUCH LOVE
32,SMOKEY ROBINSON AND THE MIRACLES,I SECOND THAT EMOTION
33,DES O'CONNOR,CARELESS HANDS
34,PETULA CLARK,THE OTHER MAN'S GRASS (IS ALWAYS GREENER)
35,ANITA HARRIS,ANNIVERSARY WALTZ
36,MARTHA REEVES AND THE VANDELLAS,HONEY CHILE
37,ALAN PRICE SET,DON'T STOP THE CARNIVAL
38,FOUNDATIONS,BACK ON MY FEET AGAIN
39,LONG JOHN BALDRY,LET THE HEARTACHES BEGIN
40,SPENCER DAVIS GROUP,MR SECOND CLASS
41,THE BEE GEES,WORDS
42,ARETHA FRANKLIN,CHAIN OF FOOLS/SATISFACTION
43,CLIFF RICHARD,ALL MY LOVE
44,THE DAVE CLARK FIVE,EVERYBODY KNOWS {1967}
45,SAM AND DAVE,SOUL MAN
46,ENGELBERT HUMPERDINCK,RELEASE ME
47,PP ARNOLD,(IF YOU THINK YOU'RE) GROOVY
48,SCOTT WALKER,JACKIE
49,MARVIN GAYE AND TAMMI TERRELL,IF I COULD BUILD MY WHOLE WORLD AROUND YOU
50,CILLA BLACK,I ONLY LIVE TO LOVE YOU
