positions,artists,titles
1,LIEUTENANT PIGEON,MOULDY OLD DOUGH
2,10CC,DONNA
3,PETER SKELLERN,YOU'RE A LADY
4,DAVID CASSIDY,HOW CAN I BE SURE
5,GARY GLITTER,I DIDN'T KNOW I LOVED YOU (TILL I SAW YOU ROCK AND ROLL)
6,PYTHON LEE JACKSON,IN A BROKEN DREAM
7,ELVIS PRESLEY,BURNING LOVE
8,THE SWEET,WIG-WAM BAM
9,ALICE COOPER,ELECTED
10,T. REX,CHILDREN OF THE REVOLUTION
11,JUDGE DREAD,BIG SIX
12,JOHNNY NASH,THERE ARE MORE QUESTIONS THAN ANSWERS
13,DAVID BOWIE,JOHN I'M ONLY DANCING
14,DONNY OSMOND,TOO YOUNG
15,GILBERT O'SULLIVAN,CLAIR
16,DANDY LIVINGSTONE,"SUZANNE, BEWARE OF THE DEVIL"
17,THE DRIFTERS,COME ON OVER TO MY PLACE {1972}
18,THE CARPENTERS,GOODBYE TO LOVE
19,THE FAMILY,BURLESQUE
20,THE O'JAYS,BACK STABBERS
21,CHAIRMEN OF THE BOARD,ELMO JAMES
22,BREAD,THE GUITAR MAN
23,FARON YOUNG,IT'S FOUR IN THE MORNING
24,JUNIOR CAMPBELL,HALLELUJAH FREEDOM
25,THE ANIMALS,HOUSE OF THE RISING SUN {1972}
26,SHAG,LOOP DI LOVE
27,SLADE,MAMA WEER ALL CRAZEE NOW
28,ROXY MUSIC,VIRGINIA PLAIN
29,SIMON AND GARFUNKEL,AMERICA
30,SHANGRI-LAS,LEADER OF THE PACK {1972}
31,JUNIOR WALKER AND THE ALL STARS,WALK IN THE NIGHT
32,HARLEY QUINNE,NEW ORLEANS
33,NEIL SEDAKA,OH! CAROL/BREAKING UP IS HARD TO DO/LITTLE DEVIL
34,MICHAEL JACKSON,AIN'T NO SUNSHINE
35,CLIFF RICHARD,LIVING IN HARMONY
36,ARCHIE BELL AND THE DRELLS,HERE I GO AGAIN
37,LINDISFARNE,ALL FALL DOWN
38,ROD STEWART,YOU WEAR IT WELL
39,HOT BUTTER,POPCORN
40,CHRIS MONTEZ,LET'S DANCE {1972}
41,PEARLS,"YOU CAME, YOU SAW, YOU CONQUERED"
42,JACKIE WILSON,I GET THE SWEETEST FEELING
43,LYNSEY DE PAUL,SUGAR ME
44,ANDY WILLIAMS,LOVE THEME FROM THE GODFATHER
45,RICK NELSON AND THE STONE CANYON BAND,GARDEN PARTY
46,ANNE MURRAY,DESTINY
47,MOTT THE HOOPLE,ALL THE YOUNG DUDES
48,THE HOLLIES,LONG COOL WOMAN IN A BLACK DRESS
49,DEREK AND THE DOMINOES,LAYLA
50,DONNY OSMOND,PUPPY LOVE
