positions,artists,titles
1,ROBIN BECK,FIRST TIME
2,BROS,CAT AMONG THE PIGEONS/SILENT NIGHT
3,CHRIS DE BURGH,MISSING YOU
4,PET SHOP BOYS,LEFT TO MY OWN DEVICES
5,INXS,NEED YOU TONIGHT
6,PHIL COLLINS,TWO HEARTS
7,CLIFF RICHARD,MISTLETOE AND WINE
8,MICHAEL JACKSON,SMOOTH CRIMINAL
9,SALT-N-PEPA,TWIST AND SHOUT
10,BOMB THE BASS FEATURING MAUREEN,SAY A LITTLE PRAYER FT MAUREEN
11,DEACON BLUE,REAL GONE KID
12,RICK ASTLEY,TAKE ME TO YOUR HEART
13,TIFFANY,RADIO ROMANCE
14,HITHOUSE,JACK TO THE SOUND OF THE UNDERGROUND
15,BROTHER BEYOND,HE AIN'T NO COMPETITION
16,ANGRY ANDERSON,SUDDENLY
17,YAZZ,STAND UP FOR YOUR LOVE RIGHTS
18,HUMANOID,STAKKER HUMANOID
19,BANANARAMA,NATHAN JONES
20,IRON MAIDEN,THE CLAIRVOYANT
21,KYLIE MINOGUE,JE NE SAIS PAS POURQUOI
22,MILLI VANILLI,GIRL YOU KNOW IT'S TRUE
23,ROBERT PALMER,SHE MAKES MY DAY
24,GEORGE MICHAEL,KISSING A FOOL
25,GLORIA ESTEFAN AND MIAMI SOUND MACHINE,1-2-3
26,MICA PARIS,BREATHE LIFE INTO ME
27,ENYA,ORINOCO FLOW
28,BARBRA STREISAND AND DON JOHNSON,TILL I LOVED YOU
29,MARILLION,FREAKS (LIVE)
30,TRAVELING WILBURYS,HANDLE WITH CARE
31,THE PASADENAS,ENCHANTED LADY
32,SAMANTHA FOX,LOVE HOUSE
33,THE BEACH BOYS,KOKOMO
34,STATUS QUO,BURNING BRIDGES (ON AND OFF AND ON AGAIN)
35,WOMACK AND WOMACK,LIFE'S JUST A BALLGAME
36,THE BANGLES,IN YOUR ROOM
37,PETULA CLARK,DOWNTOWN '88
38,BRYAN FERRY,LET'S STICK TOGETHER '88
39,TANITA TIKARAM,TWIST IN MY SOBRIETY
40,D MOB FEATURING GARY HAISMAN,WE CALL IT ACIEED FT GARY HAISMAN
41,TRANSVISION VAMP,SISTER MOON
42,A-HA,YOU ARE THE ONE
43,LONDONBEAT,9 A.M. (THE COMFORT ZONE)
44,SIOUXSIE AND THE BANSHEES,THE LAST BEAT OF MY HEART
45,ART OF NOISE FEATURING TOM JONES,KISS FT TOM JONES
46,THE FOUR TOPS,LOCO IN ACAPULCO
47,THE PROCLAIMERS,SUNSHINE ON LEITH
48,T'PAU,ROAD TO OUR DREAM
49,GARY NUMAN,AMERICA
50,REGGAE PHILHARMONIC ORCHESTRA,MINNIE THE MOOCHER
51,KIM WILDE,FOUR LETTER WORD
52,WHITNEY HOUSTON,ONE MOMENT IN TIME
53,ROYAL HOUSE,CAN YOU PARTY
54,SIGUE SIGUE SPUTNIK,SUCCESS
55,MIDGE URE,DEAR GOD
56,NATALIE COLE,I LIVE FOR YOUR LOVE {1988}
57,CHILDREN OF THE NIGHT,IT'S A TRIP
58,ERASURE,A LITTLE RESPECT
59,THE FALL,BIG NEW PRINZ
60,PRINCE,I WISH U HEAVEN
61,FUNKY WORM,THE SPELL
62,BLONDIE,DENIS '88
63,BREATHE,HOW CAN I FALL
64,KARYN WHITE,THE WAY YOU LOVE ME
65,THE HOLLIES,THE AIR THAT I BREATHE {1988}
66,ONE 2 MANY,DOWNTOWN
67,BOY MEETS GIRL,WAITING FOR A STAR TO FALL
68,PIA,DANCE OUT OF MY HEAD
69,FIVE STAR,LET ME BE YOURS
70,ALL ABOUT EVE,WHAT KIND OF FOOL
71,ANNIE LENNOX AND AL GREEN,PUT A LITTLE LOVE IN YOUR HEART
72,STOCK AITKEN WATERMAN,SS PAPARAZZI
73,INNER CITY,BIG FUN
74,BOBBY MCFERRIN,DON'T WORRY BE HAPPY
75,BLACK RIOT,A DAY IN THE LIFE / WARLOCK
76,PRINCE,KISS {1988}
77,DIANA ROSS,LOVE HANGOVER '88
78,UB40,COME OUT TO PLAY
79,PREFAB SPROUT,NIGHTINGALES
80,LITA FORD,KISS ME DEADLY
81,DAVID LEE ROTH,CALIFORNIA GIRLS {1988}
82,BOSS BEAT,LET THERE BE DRUMS
83,U2,DESIRE
84,THE HOLLIES,"HE AIN'T HEAVY, HE'S MY BROTHER {1988}"
85,JULIO IGLESIAS,LOVE IS ON OUR SIDE AGAIN
86,BLACK,YOU'RE A BIG GIRL NOW
87,THE LA'S,THERE SHE GOES
88,CHERRELLE,EVERYTHING I MISS AT HOME
89,RICKSTER,NIGHT MOVES
90,TIMERIDER,COCOON
91,PET SHOP BOYS,DOMINO DANCING
92,QUIREBOYS,THERE SHE GOES AGAIN
93,BUDDY HOLLY,TRUE LOVE WAYS {1988}
94,TRACY CHAPMAN,BABY CAN I HOLD YOU
95,ELTON JOHN,A WORD IN SPANISH
96,NAT KING COLE,UNFORGETTABLE {1988}
97,YNGWIE J MALMSTEEN'S RISING FORCE,HEAVEN TONIGHT
98,SWAN LAKE,IN THE NAME OF LOVE
99,LILAC TIME,BLACK VELVET
100,ELECTRA,JIBARO
