positions,artists,titles
1,CLIFF RICHARD,SAVIOUR'S DAY
2,VANILLA ICE,ICE ICE BABY
3,THE RIGHTEOUS BROTHERS,YOU'VE LOST THAT LOVIN' FEELIN' {1990}
4,ENIGMA,SADENESS PART 1
5,JOHN TRAVOLTA AND OLIVIA NEWTON-JOHN,THE GREASE MEGAMIX
6,THE FARM,ALL TOGETHER NOW
7,MADONNA,JUSTIFY MY LOVE
8,SNAP!,MARY HAD A LITTLE BOY
9,MC HAMMER,PRAY
10,EMF,UNBELIEVABLE
11,CHRIS ISAAK,WICKED GAME
12,THE RIGHTEOUS BROTHERS,UNCHAINED MELODY {1990}
13,JIVE BUNNY AND THE MASTERMIXERS,THE CRAZY PARTY MIXES
14,MALANDRA BURROWS,JUST THIS SIDE OF LOVE
15,SEAL,CRAZY
16,STATUS QUO,THE ANNIVERSARY WALTZ - PART TWO
17,TWENTY4SEVEN FEATURING CAPTAIN HOLLYWOOD,ARE YOU DREAMING? FT CAPTAIN HOLLYWOOD
18,BLACK BOX,TOTAL MIX
19,SHAKIN' STEVENS,THE BEST CHRISTMAS OF THEM ALL
20,NEW KIDS ON THE BLOCK,THIS ONE'S FOR THE CHILDREN
21,YAZOO,SITUATION
22,WHITNEY HOUSTON,ALL THE MAN THAT I NEED
23,INXS,DISAPPEAR
24,PATRICK MACNEE AND HONOR BLACKMAN,KINKY BOOTS
25,THE CARPENTERS,MERRY CHRISTMAS DARLING/(THEY LONG TO BE) CLOSE TO YOU
26,PATSY CLINE,CRAZY {1990}
27,KIM APPLEBY,DON'T WORRY
28,DIMPLES D,SUCKER DJ
29,C&C MUSIC FACTORY FEATURING FREEDOM WILLIAMS,GONNA MAKE YOU SWEAT FT FREEDOM WILLIAMS
30,BETTY BOO,24 HOURS
31,JULEE CRUISE,FALLING
32,GEORGE MICHAEL,FREEDOM 90
33,ROD STEWART AND TINA TURNER,IT TAKES TWO
34,GAZZA,GEORDIE BOYS (GAZZA RAP)
35,BLACK BOX,FANTASY
36,THE PROCLAIMERS,KING OF THE ROAD (EP)
37,THE SISTERS OF MERCY,DOCTOR JEEP
38,ORCHESTRA ON THE HALF SHELL,TURTLE RHAPSODY
39,INNOCENCE,A MATTER OF FACT
40,DREAM WARRIORS,MY DEFINITION OF A BOOMBASTIC JAZZ STYLE
41,BELINDA CARLISLE,SUMMER RAIN
42,JIMMY SOMERVILLE,TO LOVE SOMEBODY
43,BILL MEDLEY AND JENNIFER WARNES,(I'VE HAD) THE TIME OF MY LIFE {1990}
44,BOMBALURINA,SEVEN LITTLE GIRLS SITTING IN THE BACK SEAT
45,THE BEAUTIFUL SOUTH,MY BOOK
46,ROBERT PALMER AND UB40,I'LL BE YOUR BABY TONIGHT
47,BILLY IDOL,PRODIGAL BLUES
48,GAZZA AND LINDISFARNE,FOG ON THE TYNE (REVISITED)
49,A-HA,I CALL YOUR NAME
50,WILL TO POWER,I'M NOT IN LOVE
51,OFF-SHORE,I CAN'T TAKE THE POWER
52,TECHNOTRONIC FEATURING MELISSA AND EINSTEIN,TURN IT UP FT MELISSA AND EINSTEIN
53,808 STATE,CUBIK/OLYMPIC
54,PAUL MCCARTNEY,ALL MY TRIALS
55,THE BEAUTIFUL SOUTH,A LITTLE TIME
56,PET SHOP BOYS,BEING BORING
57,PETER GABRIEL,SOLSBURY HILL/SHAKING THE TREE
58,PHIL COLLINS,DO YOU REMEMBER (LIVE)
59,MEGABASS,TIME TO MAKE THE FLOOR BURN
60,DEEE-LITE,POWER OF LOVE/DEEE-LITE THEME
61,SOUL II SOUL FEATURING KYM MAZELLE,MISSING FT KYM MAZELLE
62,MARIAH CAREY,LOVE TAKES TIME
63,ELTON JOHN,EASIER TO WALK AWAY
64,JAMES,LOSE CONTROL
65,BERLIN,TAKE MY BREATH AWAY {1990}
66,SILJE,TELL ME WHERE YOU'RE GOING {1990 RE-RELEASE}
67,KIM WILDE,I CAN'T SAY GOODBYE
68,EVE GALLAGHER,LOVE COME DOWN
69,WHITNEY HOUSTON,I'M YOUR BABY TONIGHT
70,BASS-O-MATIC,EASE ON BY
71,MAXI PRIEST,HUMAN WORK OF ART
72,SCIENTIST,THE BEE
73,A HOMEBOY A HIPPIE AND A FUNKI DREDD,FREEDOM
74,MONIE LOVE,DOWN TO EARTH
75,THE LA'S,THERE SHE GOES {1990}
76,MATT BIANCO,WAP BAM BOOGIE
77,MILLI VANILLI,KEEP ON RUNNING
78,TONY ROBINSON AND THE ANGEL VOICES,CHRISTMAS WRAPPING
79,HAPPY MONDAYS,KINKY AFRO
80,SWEET EXORCIST,CLONK
81,NOEL MURPHY,MURPHY AND THE BRICKS {1990}
82,STATUS QUO,THE ANNIVERSARY WALTZ - PART ONE
83,PKA,LET ME HEAR YOU (SAY YEAH)
84,THE BYRDS,FOUR DIMENSIONS
85,MICA PARIS,SOUTH OF THE RIVER
86,JOHN WAITE,DEAL FOR LIFE
87,GARY GLITTER AND THE GANG,RED HOT (REPUTATION)
88,LOST,THE GONZO
89,NORTHSIDE,MY RISING STAR
90,STEX,STILL FEEL THE RAIN
91,BASSIX,CLOSE ENCOUNTERS
92,ZOE,SUNSHINE ON A RAINY DAY
93,SLADE,MERRY XMAS EVERYBODY
94,CHARLEY,THE BEST THING
95,HAPPY MONDAYS,STEP ON
96,TIMOTHY LEARY MEETS THE GRID,THE ORIGINS OF DANCE
97,MEAT BEAT MANIFESTO,PSYCHE-OUT/RADIO BABYLON
98,POISON,SOMETHING TO BELIEVE IN
99,THE FARM,GROOVY TRAIN
100,MC TUNES,PRIMARY RHYMING
