positions,artists,titles
1,DAVE AND ANSEL COLLINS,DOUBLE BARREL
2,DAWN,KNOCK THREE TIMES
3,THE ROLLING STONES,BROWN SUGAR/BITCH/LET IT ROCK
4,RINGO STARR,IT DON'T COME EASY
5,WALDO DE LOS RIOS,MOZART SYMPHONY NO 40
6,T. REX,HOT LOVE
7,DIANA ROSS,REMEMBER ME
8,ANDY WILLIAMS,(WHERE DO I BEGIN) LOVE STORY
9,FANTASTICS,SOMETHING OLD SOMETHING NEW
10,RAY STEVENS,BRIDGET THE MIDGET (THE QUEEN OF THE BLUES)
11,FAME AND PRICE TOGETHER,ROSETTA
12,R. DEAN TAYLOR,INDIANA WANTS ME
13,THE SWEET,FUNNY FUNNY
14,OLIVIA NEWTON-JOHN,IF NOT FOR YOU
15,EAST OF EDEN,JIG-A-JIG
16,CCS,WALKIN'
17,LYNN ANDERSON,ROSE GARDEN
18,GERRY MONROE,IT'S A SIN TO TELL A LIE
19,SAKKARIN,SUGAR SUGAR
20,MARMALADE,MY LITTLE ONE
21,ELVIS PRESLEY,THERE GOES MY EVERYTHING
22,THE DELFONICS,DIDN'T I (BLOW YOUR MIND THIS TIME)
23,MCGUINNESS FLINT,MALT AND BARLEY BLUES
24,FREE,MY BROTHER JAKE
25,ELGINS,HEAVEN MUST HAVE SENT YOU
26,CLODAGH RODGERS,JACK IN THE BOX
27,THE JACKSON 5,MAMA'S PEARL
28,SEVERINE,"UN BANC, UN ARBRE, UNE RUE"
29,JUDY COLLINS,AMAZING GRACE
30,CLIFF RICHARD,SILVERY RAIN
31,BRUCE RUFFIN,RAIN
32,PERRY COMO,IT'S IMPOSSIBLE
33,NEIL DIAMOND,I AM... I SAID
34,SOVEREIGN COLLECTION,MOZART 40
35,MIXTURES,PUSHBIKE SONG
36,JOHN LENNON AND THE PLASTIC ONO BAND,POWER TO THE PEOPLE
37,THE FOUR TOPS,JUST SEVEN NUMBERS (CAN STRAIGHTEN OUT MY LIFE)
38,FRANK SINATRA,MY WAY
39,DEEP PURPLE,STRANGE KIND OF WOMAN
40,FRANK SINATRA,I WILL DRINK THE WINE
41,PAUL MCCARTNEY,ANOTHER DAY
42,MUNGO JERRY,BABY JUMP
43,GEORGE HARRISON,MY SWEET LORD
44,ARSENAL FIRST TEAM SQUAD,GOOD OLD ARSENAL
45,SHIRLEY BASSEY,(WHERE DO I BEGIN) LOVE STORY
46,CLIVE DUNN,GRANDAD
47,TONY CHRISTIE,I DID WHAT I DID FOR MARIA
48,KEITH MICHELL,"I'LL GIVE YOU THE EARTH (TOUS LES BATEAUX, TOUS LES OISEAUX)"
49,BRIAN HYLAND,GYPSY WOMAN
50,NEW WORLD,ROSE GARDEN
