positions,artists,titles
1,CEE LO GREEN,FORGET YOU
2,ROBBIE WILLIAMS & GARY BARLOW,SHAME
3,TINIE TEMPAH,WRITTEN IN THE STARS
4,BRUNO MARS,JUST THE WAY YOU ARE (AMAZING)
5,SWEDISH HOUSE MAFIA VS TINIE,MIAMI 2 IBIZA
6,LABRINTH,LET THE SUNSHINE
7,KINGS OF LEON,RADIOACTIVE
8,TAIO CRUZ,DYNAMITE
9,KATY PERRY,TEENAGE DREAM
10,ENRIQUE IGLESIAS/N SCHERZINGER,HEARTBEAT
11,ADELE,MAKE YOU FEEL MY LOVE
12,SCRIPT,FOR THE FIRST TIME
13,KATY B,KATY ON A MISSION
14,EMINEM FT RIHANNA,LOVE THE WAY YOU LIE
15,TRAVIE MCCOY FT BRUNO MARS,BILLIONAIRE
16,MAGNETIC MAN FT KATY B,PERFECT STRANGER
17,SHONTELLE,IMPOSSIBLE
18,USHER FT PITBULL,DJ GOT US FALLING IN LOVE
19,ALEXANDRA BURKE FT LAZA MORGAN,START WITHOUT YOU
20,YOLANDA BE COOL VS D CUP,WE NO SPEAK AMERICANO
21,ELIZA DOOLITTLE,PACK UP
22,MIKE POSNER,COOLER THAN ME
23,OLLY MURS,PLEASE DON'T LET ME GO
24,SATURDAYS,HIGHER
25,FLO RIDA FT DAVID GUETTA,CLUB CAN'T HANDLE ME
26,KESHA,TAKE IT OFF
27,BOB FT HAYLEY WILLIAMS,AIRPLANES
28,WANTED,ALL TIME LOW
29,PROFESSOR GREEN,MONSTER
30,ALEX GAUDINO,I'M IN LOVE (I WANNA DO IT)
31,KYLIE MINOGUE,GET OUTTA MY WAY
32,WOMBATS,TOKYO (VAMPIRES & WOLVES)
33,MARK RONSON & THE BUSINESS INT,THE BIKE SONG
34,SWEDISH HOUSE MAFIA/PHARRELL,ONE (YOUR NAME)
35,PLAN B,THE RECLUSE
36,ENRIQUE IGLESIAS FT PITBULL,I LIKE IT
37,BRANDON FLOWERS,CROSSFIRE
38,DJ FRESH,GOLD DUST
39,KATY PERRY FT SNOOP DOGG,CALIFORNIA GURLS
40,ROLL DEEP,GREEN LIGHT
41,NE-YO,BEAUTIFUL MONSTER
42,GREG STREET,TURN MY SWAG ON
43,TINIE TEMPAH,PASS OUT
44,STROMAE,ALORS ON DANSE
45,TINIE TEMPAH FT ELLIE GOULDING,WONDERMAN
46,DANNY BYRD FT I-KAY,ILL BEHAVIOUR
47,SATURDAYS,MISSING YOU
48,EXAMPLE,KICKSTARTS
49,KELLY ROWLAND,FOREVER AND A DAY
50,TINIE TEMPAH FT LABRINTH,FRISKY
51,MAGNETIC MAN FT ANGELA HUNTE,I NEED AIR
52,SELENA GOMEZ & THE SCENE,ROUND & ROUND
53,CHARICE,PYRAMID
54,PLAN B,SHE SAID
55,JASON DERULO,WHAT IF
56,MARK RONSON & THE BUSINESS INT,BANG BANG BANG
57,TINIE TEMPAH FT KELLY ROWLAND,INVINCIBLE
58,KELLY ROWLAND FT DAVID GUETTA,COMMANDER
59,PALOMA FAITH,NEW YORK
60,EMINEM,NOT AFRAID
61,BOB,MAGIC
62,SOULJA BOY TELLEM,TURN MY SWAG ON
63,USHER FT WILL I AM,OMG
64,STATUS QUO/CORPS OF ARMY CHOIR,IN THE ARMY NOW (2010)
65,TRAIN,HEY SOUL SISTER
66,LADY GAGA,ALEJANDRO
67,EDWARD MAYA FT VIKA JIGULINA,STEREO LOVE
68,EMINEM,NO LOVE
69,MCFLY,PARTY GIRL
70,ALLIE MOSS,CORNER
71,NATALIE IMBRUGLIA,TORN
72,CHASE & STATUS FT MALI,LET YOU GO
73,BLACK EYED PEAS,I GOTTA FEELING
74,ALICIA KEYS,EMPIRE STATE OF MIND (PART II)
75,ALESHA DIXON,DRUMMER BOY
76,SCRIPT,THE MAN WHO CAN'T BE MOVED
77,JOURNEY,DON'T STOP BELIEVIN'
78,KT TUNSTALL,(STILL A) WEIRDO
79,DAMIEN RICE,CANNONBALL
80,MUMFORD & SONS,THE CAVE
81,SHAKIRA FT FRESHLYGROUND,WAKA WAKA (THIS TIME FOR AFRICA)
82,COLDPLAY,FIX YOU
83,LIL WAYNE,WHATS WRONG WITH THEM
84,COLDPLAY,VIVA LA VIDA
85,LADY GAGA,BAD ROMANCE
86,MICHAEL ANDREWS FT GARY JULES,MAD WORLD
87,EXAMPLE,LAST ONES STANDING
88,XX,ISLANDS
89,JASON DERULO,RIDIN' SOLO
90,HURTS,WONDERFUL LIFE
91,LADY GAGA FT BEYONCE,TELEPHONE
92,KINGS OF LEON,SEX ON FIRE
93,MANIC STREET PREACHERS,(IT'S NOT WAR) JUST THE END OF LOVE
94,MUMFORD & SONS,LITTLE LION MAN
95,NICKI MINAJ,YOUR LOVE
96,RADIOHEAD,CREEP
97,MADCON,BEGGIN'
98,OWL CITY,FIREFLIES
99,KYLIE MINOGUE,ALL THE LOVERS
100,MAROON 5,MISERY
