positions,artists,titles
1,DRAKE FT WIZKID & KYLA,ONE DANCE
2,CALVIN HARRIS FT RIHANNA,THIS IS WHAT YOU CAME FOR
3,SIA,CHEAP THRILLS
4,MIKE POSNER,I TOOK A PILL IN IBIZA
5,FIFTH HARMONY FT TY DOLLA SIGN,WORK FROM HOME
6,DNCE,CAKE BY THE OCEAN
7,ZARA LARSSON,LUSH LIFE
8,GALANTIS,NO MONEY
9,ALAN WALKER,FADED
10,TINIE TEMPAH FT ZARA LARSSON,GIRLS LIKE
11,BEYONCE,HOLD UP
12,DJ SNAKE FT BIPOLAR SUNSHINE,MIDDLE
13,LUKAS GRAHAM,7 YEARS
14,LITTLE MIX,HAIR
15,DESIIGNER,PANDA
16,RIHANNA FT DRAKE,WORK
17,MEGHAN TRAINOR,NO
18,JONAS BLUE & DAKOTA,FAST CAR
19,BLONDE & CRAIG DAVID,NOTHING LIKE THIS
20,TWENTY ONE PILOTS,STRESSED OUT
21,ARIANA GRANDE,DANGEROUS WOMAN
22,MAJOR LAZER FT NYLA,LIGHT IT UP
23,SHAWN MENDES,STITCHES
24,CHAINSMOKERS FT ROZES,ROSES
25,JUSTIN BIEBER,LOVE YOURSELF
26,G-EAZY FT BEBE REXHA,ME MYSELF & I
27,ZAYN,PILLOWTALK
28,COLDPLAY,HYMN FOR THE WEEKEND
29,DISTURBED,THE SOUND OF SILENCE
30,JUSTIN BIEBER,SORRY
31,BEYONCE,FORMATION
32,SELENA GOMEZ,HANDS TO MYSELF
33,BEYONCE,SORRY
34,DRAKE FT THE THRONE,POP STYLE
35,SIGALA FT IMANI & DJ FRESH,SAY YOU DO
36,CALUM SCOTT,DANCING ON MY OWN
37,BEYONCE FT THE WEEKND,6 INCH
38,BEYONCE FT JACK WHITE,DON'T HURT YOURSELF
39,NICK JONAS FT TOVE LO,CLOSE
40,BEYONCE,DADDY LESSONS
41,DRAKE FT RIHANNA,TOO GOOD
42,WILL I AM FT PIA MIA,BOYS & GIRLS
43,SNAKEHIPS FT TINASHE & CHANCE,ALL MY FRIENDS
44,BENNY BENASSI & CHRIS BROWN,PARADISE
45,BEYONCE FT KENDRICK LAMAR,FREEDOM
46,DRAKE,CONTROLLA
47,JUSTIN BIEBER,WHAT DO YOU MEAN
48,RIHANNA,NEEDED ME
49,ADELE,WHEN WE WERE YOUNG
50,CHEAT CODES/KRIS KROSS,SEX
51,LITTLE MIX FT JASON DERULO,SECRET LOVE SONG
52,GNASH FT OLIVIA O'BRIEN,I HATE U I LOVE U
53,KANYE WEST,FAMOUS
54,SHAWN MENDES/CAMILA CABELLO,I KNOW WHAT YOU DID LAST SUMMER
55,KYGO FT MATY NOYES,STAY
56,DRAKE,HOTLINE BLING
57,MNEK & ZARA LARSSON,NEVER FORGET YOU
58,DRAKE FT PARTYNEXTDOOR,WITH YOU
59,ALUNAGEORGE FT POPCAAN,I'M IN CONTROL
60,RIHANNA,KISS IT BETTER
61,PINK,JUST LIKE FIRE
62,JASON DERULO,IF IT AIN'T LOVE
63,YEARS & YEARS,DESIRE
64,CRAIG DAVID & BIG NARSTIE,WHEN THE BASSLINE DROPS
65,BEYONCE,SANDCASTLES
66,ONE DIRECTION,HISTORY
67,CHARLIE PUTH,ONE CALL AWAY
68,BEYONCE,ALL NIGHT
69,DRAKE & FUTURE,JUMPMAN
70,COLDPLAY,ADVENTURE OF A LIFETIME
71,JAY SEAN FT SEAN PAUL,MAKE MY LOVE GO
72,ROBIN SCHULZ FT YATES,SUGAR
73,DRAKE FT FUTURE,GRAMMYS
74,BEYONCE,PRAY YOU CATCH ME
75,ALESSIA CARA,WILD THINGS
76,ZAYN,LIKE I WOULD
77,DRAKE,U WITH ME
78,ZEDD FT KESHA,TRUE COLORS
79,SLEEPY TOM & DIPLO,BE RIGHT THERE
80,CHAINSMOKERS FT DAYA,DON'T LET ME DOWN
81,DRAKE,FEEL NO WAYS
82,SIA,CHANDELIER
83,DRAKE,HYPE
84,BEYONCE,LOVE DROUGHT
85,RADIOHEAD,BURN THE WITCH
86,DAVID GUETTA FT SIA,BANG MY HEAD
87,DRAKE,9
88,PRINCE & THE REVOLUTION,PURPLE RAIN
89,ADELE,HELLO
90,SKEPTA,MAN
91,99 SOULS,GIRL IS MINE (DESTINY'S CHILD & BRANDY)
92,DRAKE,STILL HERE
93,DRAKE,KEEP THE FAMILY CLOSE
94,DRAKE,WESTON ROAD FLOWS
95,CALVIN HARRIS & DISCIPLES,HOW DEEP IS YOUR LOVE
96,SIGALA FT BRYN CHRISTOPHER,SWEET LOVIN'
97,DRAKE,CHILDS PLAY
98,MAJOR LAZER FT MO & DJ SNAKE,LEAN ON
99,WEEKND,THE HILLS
100,WALK THE MOON,SHUT UP & DANCE
