positions,artists,titles
1,JOEL CORRY FT MNEK,HEAD & HEART
2,JAWSH 685 & JASON DERULO,SAVAGE LOVE (LAXED - SIREN BEAT)
3,DABABY FT RODDY RICCH,ROCKSTAR
4,LADY GAGA & ARIANA GRANDE,RAIN ON ME
5,HARRY STYLES,WATERMELON SUGAR
6,AJ TRACEY & MABEL,WEST TEN
7,REGARD & RAYE,SECRETS
8,DJ KHALED FT DRAKE,GREECE
9,HEADIE ONE & DRAKE,ONLY YOU FREESTYLE
10,AJ TRACEY FT MOSTACK,DINNER GUEST
11,DJ KHALED FT DRAKE,POPSTAR
12,POP SMOKE/50 CENT/RODDY RICCH,THE WOO
13,JUICE WRLD & MARSHMELLO,COME & GO
14,CHRIS BROWN & YOUNG THUG,GO CRAZY
15,TION WAYNE/DUTCHAVELLI/STORMZY,I DUNNO
16,WEEKND,BLINDING LIGHTS
17,SAM FISCHER,THIS CITY
18,STAYSOLIDROCKY,PARTY GIRL
19,JUICE WRLD,WISHING WELL
20,TOPIC FT A7S,BREAKING ME
21,JUBEL FT NEIMY,DANCING IN THE MOONLIGHT
22,NATHAN DAWE FT JAYKAE,FLOWERS
23,BECKY HILL & SIGALA,HEAVEN ON MY MIND
24,AVA MAX,KINGS & QUEENS
25,JACK HARLOW,WHATS POPPIN
26,S1MBA FT DTG,ROVER
27,YOUNG T & BUGSEY FT HEADIE ONE,DON'T RUSH
28,DIGGA D,WOI
29,DRAKE FT GIVEON,CHICAGO FREESTYLE
30,POP SMOKE/LIL BABY/DABABY,FOR THE NIGHT
31,PS1 FT ALEX HOSKING,FAKE FRIENDS
32,SURF MESA FT EMILEE,ILY (I LOVE YOU BABY)
33,TONES & I,DANCE MONKEY
34,JUICE WRLD & HALSEY,LIFE'S A MESS
35,NIKO B,WHO'S THAT WHAT'S THAT
36,TY DOLLA SIGN/KANYE/FKA TWIGS,EGO DEATH
37,POP SMOKE,DIOR
38,SAINT JHN,ROSES
39,ABRA CADABRA,ON DECK
40,KYGO & TINA TURNER,WHAT'S LOVE GOT TO DO WITH IT
41,GRM DAILY/M HUNCHO/DUTCHAVELLI,BURNING
42,220 KID & GRACEY,DON'T NEED LOVE
43,MEGAN THEE STALLION,SAVAGE
44,ED SHEERAN,PERFECT
45,POWFU FT BEABADOOBEE,DEATH BED
46,M1LLIONZ,B1LLIONZ
47,MARSHMELLO & HALSEY,BE KIND
48,LEWIS CAPALDI,SOMEONE YOU LOVED
49,D-BLOCK EUROPE,PLAIN JANE
50,DUA LIPA,DON'T START NOW
51,ELLA HENDERSON,TAKE CARE OF YOU
52,ROSALIA & TRAVIS SCOTT,TKN
53,DRAKE,TOOSIE SLIDE
54,TOM WALKER,WAIT FOR YOU
55,LEWIS CAPALDI,BEFORE YOU GO
56,JOEL CORRY,LONELY
57,DUA LIPA,BREAK MY HEART
58,ARIANA GRANDE & JUSTIN BIEBER,STUCK WITH U
59,DOJA CAT,SAY SO
60,KYGO & ONEREPUBLIC,LOSE SOMEBODY
61,PAUL WOOLFORD & DIPLO/LOMAX,LOOKING FOR ME
62,IDINA MENZEL & AURORA,INTO THE UNKNOWN
63,DENO/OFB BANDOKAY/DOUBLE LZ,CIRCLES
64,KSI FT AIYANA-LEE,KILLA KILLA
65,DUA LIPA,HALLUCINATE
66,AITCH/AJ TRACEY/TAY KEITH,RAIN
67,DERULO/PURI/JHORRMOUNTAIN,CONO
68,LIL MOSEY,BLUEBERRY FAYGO
69,CURTIS WATERS FT HARM FRANKLIN,STUNNIN'
70,HARRY STYLES,ADORE YOU
71,STORMZY/ED SHEERAN/BURNA BOY,OWN IT
72,WALLOWS FT CLAIRO,ARE YOU BORED YET
73,JP SAXE FT JULIA MICHAELS,IF THE WORLD WAS ENDING
74,ANNE-MARIE FT DOJA CAT,TO BE YOUNG
75,DUTCHAVELLI,BLACK
76,DIXIE D'AMELIO,BE HAPPY
77,IDINA MENZEL/EVAN RACHEL WOOD,SHOW YOURSELF
78,JOY DIVISION,LOVE WILL TEAR US APART
79,DOJA CAT FT GUCCI MANE,LIKE THAT
80,KID LAROI & JUICE WRLD,GO
81,LITTLE MIX,BREAK UP SONG
82,DERMOT KENNEDY,GIANTS
83,LOVE REGENERATOR/STEVE LACY,LIVE WITHOUT YOUR LOVE
84,REGARD,RIDE IT
85,UNKNOWN T,DEH DEH
86,MEEKZ,LIKE ME
87,ROD WAVE FT ATR SON SON,RAGS2RICHES
88,GEORGE EZRA,SHOTGUN
89,MAROON 5,MEMORIES
90,JUSTIN BIEBER FT QUAVO,INTENTIONS
91,BANNERS,SOMEONE TO YOU
92,HARRY STYLES,FALLING
93,WILL FERRELL & MY MARIANNE,HUSAVIK
94,ED SHEERAN & JUSTIN BIEBER,I DON'T CARE
95,KILLERS,MR BRIGHTSIDE
96,BLACKPINK,HOW YOU LIKE THAT
97,LEWIS CAPALDI,BRUISES
98,HOSH & 1979 FT JALJA,MIDNIGHT (THE HANGING TREE)
99,UNKNOWN T FT YOUNG T & BUGSEY,MAIN SQUEEZE
100,MABEL,BOYFRIEND
