positions,artists,titles
1,SCRIPT FT WILL I AM,HALL OF FAME
2,EXAMPLE,SAY NOTHING
3,PSY,GANGNAM STYLE
4,NE-YO,LET ME LOVE YOU (UNTIL YOU LEARN TO LOVE
5,PINK,BLOW ME (ONE LAST KISS)
6,TAYLOR SWIFT,WE ARE NEVER EVER GETTING BACK TOGETHER
7,LITTLE MIX,WINGS
8,AMELIA LILY,YOU BRING ME JOY
9,FLO RIDA,I CRY
10,OWL CITY/CARLY RAE JEPSEN,GOOD TIME
11,DAVID GUETTA FT SIA,SHE WOLF (FALLING TO PIECES)
12,DAPPY,GOOD INTENTIONS
13,SAM & THE WOMP,BOM BOM
14,FUN,SOME NIGHTS
15,EMELI SANDE,READ ALL ABOUT IT PT 3
16,MUMFORD & SONS,I WILL WAIT
17,CHERYL,UNDER THE SUN
18,CONOR MAYNARD FT NE-YO,TURN AROUND
19,KILLERS,RUNAWAYS
20,RITA ORA,HOW WE DO (PARTY)
21,OTTO KNOWS,MILLION VOICES
22,DAVID GUETTA FT NE-YO/AKON,PLAY HARD
23,OF MONSTERS & MEN,LITTLE TALKS
24,TULISA FT TYGA,LIVE IT UP
25,FLORENCE & THE MACHINE,SPECTRUM
26,PUBLIC ENEMY,HARDER THAN YOU THINK
27,GERRY & THE PACEMAKERS,YOU'LL NEVER WALK ALONE
28,WILEY FT MS D,HEATWAVE
29,MAROON 5 FT WIZ KHALIFA,PAYPHONE
30,JUSTIN BIEBER FT BIG SEAN,AS LONG AS YOU LOVE ME
31,KANYE WEST/JAY Z/BIG SEAN,CLIQUE
32,STOOSHE,BLACK HEART
33,CARLY RAE JEPSEN,CALL ME MAYBE
34,NICKI MINAJ,POUND THE ALARM
35,RUDIMENTAL FT JOHN NEWMAN,FEEL THE LOVE
36,JESSICA WRIGHT,DANCE ALL NIGHT
37,ANGEL,WONDERFUL
38,PROFESSOR GREEN/KUSTERBECK,AVALON
39,CALVIN HARRIS FT EXAMPLE,WE'LL BE COMING BACK
40,ALEX CLARE,TOO CLOSE
41,SIMPLE PLAN FT SEAN PAUL,SUMMER PARADISE
42,FUN FT JANELLE MONAE,WE ARE YOUNG
43,XX,ANGELS
44,FLO RIDA,WHISTLE
45,PLAN B,DEEPEST SHAME
46,COLDPLAY & RIHANNA,PRINCESS OF CHINA
47,MUSE,MADNESS
48,TREY SONGZ,SIMPLY AMAZING
49,ELBOW,ONE DAY LIKE THIS
50,LADY ANTEBELLUM,NEED YOU NOW
51,GOTYE FT KIMBRA,SOMEBODY THAT I USED TO KNOW
52,JAY-Z & KANYE WEST,N****S IN PARIS
53,NICKI MINAJ,STARSHIPS
54,CHRIS BROWN,DON'T WAKE ME UP
55,RITA ORA FT TINIE TEMPAH,R.I.P.
56,SKRILLEX FT SIRAH,BANGARANG
57,KATY PERRY,WIDE AWAKE
58,INXS,NEVER TEAR US APART
59,DAMIEN RICE,COCONUT SKINS
60,WILL I AM FT EVA SIMONS,THIS IS LOVE
61,TRAIN,DRIVE BY
62,EMELI SANDE,CLOWN
63,DAVID GUETTA FT SIA,TITANIUM
64,PITBULL FT SHAKIRA,GET IT STARTED
65,EDWYN COLLINS,A GIRL LIKE YOU
66,ONE DIRECTION,WHAT MAKES YOU BEAUTIFUL
67,AZEALIA BANKS FT LAZY JAY,212
68,CARLY RAE JEPSEN/JUSTIN BIEBER,BEAUTIFUL
69,RIHANNA FT CALVIN HARRIS,WE FOUND LOVE
70,PORTER ROBINSON,LANGUAGE
71,FRAY,HOW TO SAVE A LIFE
72,COLDPLAY,PARADISE
73,REDLIGHT,LOST IN YOUR LOVE
74,VACCINES,TEENAGE ICON
75,BIRDY,SKINNY LOVE
76,COVER DRIVE,EXPLODE
77,SWEDISH HOUSE MAFIA,GREYHOUND
78,KARMIN,BROKENHEARTED
79,ASAF AVIDAN & THE MOJOS,ONE DAY/RECKONING SONG
80,KILLERS,MR BRIGHTSIDE
81,ETTA JAMES,AT LAST
82,LENNY KRAVITZ/AVICII,SUPERLOVE
83,PROFESSOR GREEN FT EMELI SANDE,READ ALL ABOUT IT
84,LMFAO,SEXY AND I KNOW IT
85,RIHANNA,WHERE HAVE YOU BEEN
86,ED SHEERAN,THE A TEAM
87,EMELI SANDE,MY KIND OF LOVE
88,MAROON 5 FT CHRISTINA AGUILERA,MOVES LIKE JAGGER
89,LABRINTH,TREATMENT
90,CHERYL,CALL MY NAME
91,JANOSKIANS,SET THIS WORLD ON FIRE
92,LABRINTH FT TINIE TEMPAH,EARTHQUAKE
93,PALOMA FAITH,PICKING UP THE PIECES
94,KANYE WEST & R KELLY,TO THE WORLD
95,MUMFORD & SONS,LITTLE LION MAN
96,EMELI SANDE,NEXT TO ME
97,SNOW PATROL,CHASING CARS
98,FAR EAST MOVEMENT/COVER DRIVE,TURN UP THE LOVE
99,DJ FRESH FT RITA ORA,HOT RIGHT NOW
100,DEVLIN FT ED SHEERAN,(ALL ALONG THE) WATCHTOWER
