positions,artists,titles
1,ARTISTS FOR GRENFELL,BRIDGE OVER TROUBLED WATER
2,LUIS FONSI/DADDY YANKEE/BIEBER,DESPACITO (REMIX)
3,DJ KHALED FT RIHANNA/TILLER,WILD THOUGHTS
4,LIAM PAYNE FT QUAVO,STRIP THAT DOWN
5,FRENCH MONTANA FT SWAE LEE,UNFORGETTABLE
6,JONAS BLUE FT WILLIAM SINGE,MAMA
7,ARIANA GRANDE,ONE LAST TIME
8,DAVID GUETTA FT JUSTIN BIEBER,2U
9,DJ KHALED/BIEBER/QUAVO/CHANCE,I'M THE ONE
10,LITTLE MIX,POWER
11,RITA ORA,YOUR SONG
12,CHARLIE PUTH,ATTENTION
13,SHAWN MENDES,THERE'S NOTHING HOLDIN' ME BACK
14,NIALL HORAN,SLOW HANDS
15,CLEAN BANDIT FT ZARA LARSSON,SYMPHONY
16,MAGGIE LINDEMANN,PRETTY GIRL
17,ED SHEERAN,SHAPE OF YOU
18,JASON DERULO/NICKI MINAJ/TY,SWALLA
19,MILEY CYRUS,MALIBU
20,CAMILA CABELLO,CRYING IN THE CLUB
21,HARRIS/PHARRELL/PERRY/BIG SEAN,FEELS
22,J HUS,DID YOU SEE
23,SIGALA FT ELLA EYRE,CAME HERE FOR LOVE
24,DISCIPLES,ON MY MIND
25,ED SHEERAN,GALWAY GIRL
26,CHAINSMOKERS & COLDPLAY,SOMETHING JUST LIKE THIS
27,CHEAT CODES FT DEMI LOVATO,NO PROMISES
28,FUTURE,MASK OFF
29,MARTIN JENSEN,SOLO DANCE
30,MARTIN SOLVEIG & INA WROLDSEN,PLACES
31,MAJOR LAZER FT SCOTT/CABELLO,KNOW NO BETTER
32,ED SHEERAN,CASTLE ON THE HILL
33,SELENA GOMEZ,BAD LIAR
34,BRUNO MARS,THAT'S WHAT I LIKE
35,CALVIN HARRIS/OCEAN/MIGOS,SLIDE
36,IMAGINE DRAGONS,THUNDER
37,ZEDD & ALESSIA CARA,STAY
38,KENDRICK LAMAR,HUMBLE.
39,KYGO & SELENA GOMEZ,IT AIN'T ME
40,RAG'N'BONE MAN,SKIN
41,LIL UZI VERT,XO TOUR LLIF3
42,DRAKE,PASSIONFRUIT
43,HARRY STYLES,SIGN OF THE TIMES
44,HAILEE STEINFELD,MOST GIRLS
45,KYGO FT ELLIE GOULDING,FIRST TIME
46,JAX JONES/DEMI LOVATO/STEFFLON,INSTRUCTION
47,RAG'N'BONE MAN,HUMAN
48,MARTIN GARRIX & TROYE SIVAN,THERE FOR YOU
49,OLLY MURS/LOUISA JOHNSON,UNPREDICTABLE
50,KATY PERRY FT NICKI MINAJ,SWISH SWISH
51,POST MALONE & QUAVO,CONGRATULATIONS
52,LIAM GALLAGHER,WALL OF GLASS
53,ANNE-MARIE,CIAO ADIOS
54,LITTLE MIX,NO MORE SAD SONGS
55,NEIKED FT MIMI,CALL ME
56,OASIS,DON'T LOOK BACK IN ANGER
57,JOHN GIBBONS,P Y T (PRETTY YOUNG THING)
58,JAX JONES FT RAYE,YOU DON'T KNOW ME
59,ALMA,CHASING HIGHS
60,CHILDISH GAMBINO,REDBONE
61,LORDE,GREEN LIGHT
62,KYLE FT LIL YACHTY,ISPY
63,JULIA MICHAELS,ISSUES
64,ED SHEERAN,PERFECT
65,FIFTH HARMONY FT GUCCI MANE,DOWN
66,ED SHEERAN,WHAT DO I KNOW
67,LADY GAGA,THE CURE
68,LITTLE MIX,TOUCH
69,GEORGE EZRA,DON'T MATTER NOW
70,MARTIN GARRIX & DUA LIPA,SCARED TO BE LONELY
71,JUSTIN TIMBERLAKE,CAN'T STOP THE FEELING
72,CLEAN BANDIT,ROCKABYE
73,KATY PERRY FT MIGOS,BON APPETIT
74,KATY PERRY FT SKIP MARLEY,CHAINED TO THE RHYTHM
75,DRAKE FT WIZKID & KYLA,ONE DANCE
76,5 AFTER MIDNIGHT,UP IN HERE
77,STARLEY,CALL ON ME
78,ZAYN FT PARTYNEXTDOOR,STILL GOT TIME
79,STORMZY,BIG FOR YOUR BOOTS
80,NOT3S,ADDISON LEE
81,IMAGINE DRAGONS,BELIEVER
82,DUA LIPA,BE THE ONE
83,KILLERS,MR BRIGHTSIDE
84,OASIS,WONDERWALL
85,SMITHS,THE QUEEN IS DEAD
86,DUKE DUMONT/GORGON CITY,REAL LIFE
87,ARIANA GRANDE FT NICKI MINAJ,SIDE TO SIDE
88,LITTLE MIX,SHOUT OUT TO MY EX
89,CHAINSMOKERS,PARIS
90,JAMES ARTHUR,SAY YOU WON'T LET GO
91,CALVIN HARRIS/FUTURE/KHALID,ROLLIN
92,DRAKE,BLEM
93,JP COOPER,SEPTEMBER SONG
94,SIA,CHEAP THRILLS
95,CHAINSMOKERS FT HALSEY,CLOSER
96,JAMES ARTHUR,CAN I BE HIM
97,SEAN PAUL FT DUA LIPA,NO LIE
98,LORDE,LIABILITY
99,WEEKND FT DAFT PUNK,STARBOY
100,NEIKED,SEXUAL
