positions,artists,titles
1,DAVID CASSIDY,DAYDREAMER/PUPPY SONG
2,SIMON PARK ORCHESTRA,EYE LEVEL {1973}
3,SLADE,MY FRIEND STAN
4,DAVID BOWIE,SORROW
5,STATUS QUO,CAROLINE
6,ELTON JOHN,GOODBYE YELLOW BRICK ROAD
7,PERRY COMO,FOR THE GOOD TIMES
8,DAVID BOWIE,LAUGHING GNOME
9,IKE AND TINA TURNER,NUTBUSH CITY LIMITS
10,BRYAN FERRY,A HARD RAIN'S GONNA FALL
11,DETROIT SPINNERS,GHETTO CHILD
12,THE SWEET,BALLROOM BLITZ
13,BOBBY (BORIS) PICKETT AND THE CRYPT-KICKERS,MONSTER MASH
14,THE ISLEY BROTHERS,THAT LADY
15,MICHAEL WARD,LET THERE BE PEACE ON EARTH (LET IT BEGIN WITH ME)
16,ELECTRIC LIGHT ORCHESTRA,SHOWDOWN
17,BOB DYLAN,KNOCKIN' ON HEAVEN'S DOOR
18,MAX BYGRAVES,DECK OF CARDS
19,THE CARPENTERS,TOP OF THE WORLD
20,NAZARETH,THIS FLIGHT TONIGHT
21,THE WHO,5:15
22,AL MARTINO,SPANISH EYES {1973}
23,DAWN FEATURING TONY ORLANDO,TIE A YELLOW RIBBON ROUND THE OLD OAK TREE FT TONY ORLANDO
24,THE HOLLIES,THE DAY THAT CURLY BILLY SHOT DOWN CRAZY SAM MCGHEE
25,DAWN FEATURING TONY ORLANDO,"SAY, HAS ANYBODY SEEN MY SWEET GYPSY ROSE FT TONY ORLANDO"
26,RINGO STARR,PHOTOGRAPH
27,MANFRED MANN'S EARTH BAND,JOYBRINGER
28,LYNSEY DE PAUL,WON'T SOMEBODY DANCE WITH ME
29,STEVIE WONDER,HIGHER GROUND
30,GUY DARRELL,I'VE BEEN HURT
31,DAVID ESSEX,ROCK ON
32,THE OSMONDS,LET ME IN
33,WIZZARD,ANGEL FINGERS
34,MUD,DYNA-MITE
35,LIMMIE AND THE FAMILY COOKIN',DREAMBOAT
36,ROD STEWART,OH NO NOT MY BABY
37,WINK MARTINDALE,DECK OF CARDS {1973}
38,CHARLES AZNAVOUR,THE OLD FASHIONED WAY
39,PERRY COMO,AND I LOVE YOU SO
40,THE ROLLING STONES,ANGIE
41,MOTT THE HOOPLE,ALL THE WAY FROM MEMPHIS
42,GLYN POOLE,MILLY MOLLY MANDY
43,THE JACKSON 5,SKYWRITER
44,PETERS AND LEE,WELCOME HOME
45,SUZI QUATRO,DAYTONA DEMON
46,BARRY BLUE,DANCING ON A SATURDAY NIGHT
47,MARVIN GAYE,LET'S GET IT ON
48,GILBERT O'SULLIVAN,OOH BABY
49,ENGELBERT HUMPERDINCK,LOVE IS ALL
50,THE CARPENTERS,YESTERDAY ONCE MORE
