positions,artists,titles
1,CALVIN HARRIS,SUMMER
2,MR PROBZ,WAVES
3,KIESZA,HIDEAWAY
4,SIGMA,NOBODY TO LOVE
5,JOHN LEGEND,ALL OF ME
6,CASH CASH FT BEBE REXHA,TAKE ME HOME
7,TOVE LO,STAY HIGH
8,SHIFT K3Y,TOUCH
9,IGGY AZALEA FT CHARLI XCX,FANCY
10,CHRIS BROWN/LIL WAYNE/TYGA,LOYAL
11,IDINA MENZEL,LET IT GO
12,PHARRELL WILLIAMS,HAPPY
13,COLDPLAY,MAGIC
14,ALOE BLACC,THE MAN
15,NEON JUNGLE,WELCOME TO THE JUNGLE
16,CLEAN BANDIT FT JESS GLYNNE,RATHER BE
17,DJ CASSIDY/THICKE/JESSIE J,CALLING ALL HEARTS
18,ROUTE 94 FT JESS GLYNNE,MY LOVE
19,DUKE DUMONT FT JAX JONES,I GOT U
20,PALOMA FAITH,ONLY LOVE CAN HURT LIKE THIS
21,KATY PERRY FT JUICY J,DARK HORSE
22,JUSTIN TIMBERLAKE,NOT A BAD THING
23,INDIANA,SOLO DANCING
24,DJ SNAKE & LIL JON,TURN DOWN FOR WHAT
25,SAM SMITH,MONEY ON MY MIND
26,5 SECONDS OF SUMMER,SHE LOOKS SO PERFECT
27,MICHAEL JACKSON,LOVE NEVER FELT SO GOOD
28,AVICII,ADDICTED TO YOU
29,KRISTEN BELL/AGATHA LEE MONN,DO YOU WANT TO BUILD A SNOWMAN
30,A GREAT BIG WORLD/AGUILERA,SAY SOMETHING
31,VAMPS,LAST NIGHT
32,ENRIQUE IGLESIAS FT PITBULL,I'M A FREAK
33,PITBULL FT KESHA,TIMBER
34,PAOLO NUTINI,SCREAM (FUNK MY LIFE UP)
35,DAVID GUETTA/SHOWTEK/VASSY,BAD
36,CHAINSMOKERS,SELFIE
37,FAUL & WAD AD VS PNAU,CHANGES
38,DVBBS & BORGEOUS/TINIE TEMPAH,TSUNAMI (JUMP)
39,ALICIA KEYS FT KENDRICK LAMAR,IT'S ON AGAIN
40,PHARRELL WILLIAMS,MARILYN MONROE
41,BEYONCE FT JAY-Z,DRUNK IN LOVE
42,LANA DEL REY,GODS & MONSTERS
43,LILY ALLEN,OUR TIME
44,IDINA MENZEL/KRISTEN BELL,FOR THE FIRST TIME IN FOREVER
45,ONE DIRECTION,YOU & I
46,AVICII,HEY BROTHER
47,ELLIE GOULDING,HOW LONG WILL I LOVE YOU
48,MOLLY,CHILDREN OF THE UNIVERSE
49,CHRISTINA PERRI,HUMAN
50,ONEREPUBLIC,COUNTING STARS
51,PALOMA FAITH,CAN'T RELY ON YOU
52,KASABIAN,EXPLODES
53,MERIDIAN DAN/BIG H/JME,GERMAN WHIP
54,TRAIN,DROPS OF JUPITER (TELL ME)
55,KRISTEN BELL/SANTINO FONTANA,LOVE IS AN OPEN DOOR
56,ROBIN THICKE/TI/PHARRELL,BLURRED LINES
57,WILL I AM/CYRUS/KHALIFA,FEELIN' MYSELF
58,GORGON CITY FT MNEK,READY FOR YOUR LOVE
59,HARDWELL,EVERYBODY IS IN THE PLACE
60,AVICII,WAKE ME UP
61,DEMI LOVATO,LET IT GO
62,KATY PERRY,BIRTHDAY
63,ED SHEERAN,I SEE FIRE
64,KINGS OF LEON,USE SOMEBODY
65,AMERICAN AUTHORS,BEST DAY OF MY LIFE
66,KAISER CHIEFS,COMING HOME
67,VANCE JOY,RIPTIDE
68,IMAGINE DRAGONS,DEMONS
69,KATY PERRY,ROAR
70,DAMON ALBARN,HEAVY SEAS OF LOVE
71,SARA BAREILLES,BRAVE
72,BLACK KEYS,FEVER
73,JASON DERULO FT SNOOP DOGG,WIGGLE
74,GARY BARLOW,LET ME GO
75,ROYKSOPP & ROBYN,DO IT AGAIN
76,KATY B,CRYING FOR NO REASON
77,JOEL COMPASS,FORGIVE ME
78,BASTILLE,POMPEII
79,ALOE BLACC,I NEED A DOLLAR
80,R KELLY,THE WORLD'S GREATEST
81,KID INK,MONEY AND THE POWER
82,MILEY CYRUS,WRECKING BALL
83,PASSENGER,LET HER GO
84,ONE DIRECTION,STORY OF MY LIFE
85,KOOKS,DOWN
86,BIRDY,SKINNY LOVE
87,COOLIO FT LV,GANGSTA'S PARADISE
88,LANA DEL REY VS CEDRIC GERVAIS,SUMMERTIME SADNESS
89,BEYONCE,XO
90,KASABIAN,FIRE
91,JASON DERULO,TRUMPETS
92,TREY SONGZ,NA NA
93,JOSH GAD,IN SUMMER
94,ZEDD FT HAYLEY WILLIAMS,STAY THE NIGHT
95,IMAGINE DRAGONS,RADIOACTIVE
96,HAIM,IF I COULD CHANGE YOUR MIND
97,MARTIN GARRIX & JAY HARDWAY,WIZARD
98,DJ KHALED/T-PAIN/LUDACRIS,ALL I DO IS WIN
99,JUSTIN BIEBER FT CHANCE,CONFIDENT
100,FUSE ODG,MILLION POUND GIRL (BADDER THAN BAD)
