positions,artists,titles
1,ROSEMARY CLOONEY AND THE MELLOMEN,MAMBO ITALIANO
2,DICKIE VALENTINE WITH THE STARGAZERS,THE FINGER OF SUSPICION
3,BILLY ECKSTINE,NO ONE BUT YOU
4,RONNIE HILTON,I STILL BELIEVE
5,RUBY MURRAY,HEARTBEAT
6,BILL HALEY AND HIS COMETS,"SHAKE, RATTLE AND ROLL"
7,DICKIE VALENTINE,MR SANDMAN
8,ALMA COGAN,I CAN'T TELL A WALTZ FROM A TANGO
9,FOUR ACES,MR SANDMAN
10,ROSEMARY CLOONEY,THIS OLE HOUSE
11,FRANKIE LAINE AND THE FOUR LADS,RAIN RAIN RAIN
12,WINIFRED ATWELL,LET'S HAVE ANOTHER PARTY
13,DAVID WHITFIELD,SANTO NATALE
14,THE CHORDETTES,MR SANDMAN
15,DON CORNELL,HOLD MY HAND
16,CHARLIE KUNZ,PIANO MEDLEY NO 114
17,RONNIE HILTON,VENI VIDI VICI
18,BILL HALEY AND HIS COMETS,ROCK AROUND THE CLOCK
19,BILLIE ANTHONY,THIS OLE HOUSE
20,VERA LYNN,MY SON MY SON
