positions,artists,titles
1,ABBA,MAMMA MIA
2,SLIK,FOREVER AND EVER
3,QUEEN,BOHEMIAN RHAPSODY
4,THE MIRACLES,LOVE MACHINE
5,SAILOR,GLASS OF CHAMPAGNE
6,DONNA SUMMER,LOVE TO LOVE YOU BABY
7,R AND J STONE,WE DO IT
8,MIKE OLDFIELD,IN DULCI JUBILO/ON HORSEBACK
9,BILLY HOWARD,KING OF THE COPS
10,ELECTRIC LIGHT ORCHESTRA,EVIL WOMAN
11,BARRY WHITE,LET THE MUSIC PLAY
12,PAUL DAVIDSON,MIDNIGHT RIDER
13,THE SMALL FACES,ITCHYCOO PARK {1975}
14,BARBARA DICKSON,ANSWER ME
15,10CC,ART FOR ARTS SAKE
16,DAVID RUFFIN,WALK AWAY FROM LOVE
17,OSIBISA,SUNSHINE DAY
18,SHEER ELEGANCE,MILKY WAY
19,ANDY FAIRWEATHER-LOW,WIDE EYED AND LEGLESS
20,WALKER BROTHERS,NO REGRETS
21,WING AND A PRAYER FIFE AND DRUM CORPS,BABY FACE
22,THE FATBACK BAND,DO THE BUS STOP
23,PAUL SIMON,50 WAYS TO LEAVE YOUR LOVER
24,WAR,LOW RIDER
25,ROXY MUSIC,BOTH ENDS BURNING
26,GLENN MILLER,MOONLIGHT SERENADE/LITTLE BROWN JUG/IN THE MOOD
27,DONNY & MARIE OSMOND,DEEP PURPLE
28,THE FOUR SEASONS,DECEMBER '63
29,CRISPY AND COMPANY,GET IT TOGETHER
30,THE CAPTAIN AND TENNILLE,THE WAY I WANT TO TOUCH YOU
31,THE WHO,SQUEEZE BOX
32,CHUBBY CHECKER,LET'S TWIST AGAIN/THE TWIST
33,GLORIA GAYNOR,HOW HIGH THE MOON
34,GEORGE MCCRAE,HONEY I
35,THE SWEET,LIES IN YOUR EYES
36,YVONNE FAIR,IT SHOULD HAVE BEEN ME
37,THE DRIFTERS,CAN I TAKE YOU HOME LITTLE GIRL
38,TONY CHRISTIE,DRIVE SAFELY DARLIN'
39,EVELYN THOMAS,WEAK SPOT
40,DAVID BOWIE,GOLDEN YEARS
41,CLAUDE FRANCOIS,TEARS ON THE TELEPHONE
42,ETHNA CAMPBELL,THE OLD RUGGED CROSS
43,SMOKIE,SOMETHING'S BEEN MAKING ME BLUE
44,MANUEL AND THE MUSIC OF THE MOUNTAINS,RODRIGO'S GUITAR CONCERTO DE ARANJUEZ
45,THE O'JAYS,I LOVE MUSIC
46,TYMES,GOD'S GONNA PUNISH YOU
47,FRANK SINATRA,I BELIEVE I'M GONNA LOVE YOU
48,DOOLEY SILVERSPOON,LET ME BE THE NUMBER 1 (LOVE OF YOUR LIFE)
49,"FAITH, HOPE AND CHARITY",JUST ONE LOOK
50,BAND OF THE BLACK WATCH,DANCE OF THE CUCKOOS
