positions,artists,titles
1,THE THREE DEGREES,WHEN WILL I SEE YOU AGAIN
2,THE STYLISTICS,YOU MAKE ME FEEL BRAND NEW
3,BAY CITY ROLLERS,SUMMERLOVE SENSATION
4,JIMMY RUFFIN,WHAT BECOMES OF THE BROKENHEARTED {1974}
5,DONNY & MARIE OSMOND,I'M LEAVING IT ALL UP TO YOU
6,GEORGE MCCRAE,ROCK YOUR BABY
7,HUES CORPORATION,ROCK THE BOAT
8,MUD,ROCKET
9,ERIC CLAPTON,I SHOT THE SHERIFF
10,GLITTER BAND,JUST FOR YOU
11,THE ROLLING STONES,IT'S ONLY ROCK AND ROLL
12,COCKNEY REBEL,MR. SOFT
13,SWEET DREAMS,HONEY HONEY
14,STEPHANIE DE SYKES AND RAIN,BORN WITH A SMILE ON MY FACE
15,SYLVIA,Y VIVA ESPANA
16,SPARKS,AMATEUR HOUR
17,BOBBY GOLDSBORO,"HELLO, SUMMERTIME"
18,RUBETTES,TONIGHT
19,THE OSMONDS,LOVE ME FOR A REASON
20,COZY POWELL,NA NA NA
21,DAVID CASSIDY,PLEASE PLEASE ME
22,SHOWADDYWADDY,ROCK 'N' ROLL LADY
23,THE INTRUDERS,"(WIN, PLACE OR SHOW) SHE'S A WINNER"
24,PAUL DA VINCI,YOUR BABY AIN'T YOUR BABY ANYMORE
25,PAUL MCCARTNEY AND WINGS,BAND ON THE RUN
26,JOHN DENVER,ANNIE'S SONG
27,PETERS AND LEE,RAINBOW
28,BARRY BLUE,MISS HIT AND RUN
29,CARL DOUGLAS,KUNG FU FIGHTING
30,THE DRIFTERS,KISSIN' IN THE BACK ROW
31,BARRY WHITE,"CAN'T GET ENOUGH OF YOUR LOVE, BABE"
32,GARY PUCKETT AND THE UNION GAP,YOUNG GIRL {1974}
33,DIANA ROSS AND MARVIN GAYE,STOP LOOK LISTEN (TO YOUR HEART)
34,JIM CAPALDI,IT'S ALL UP TO YOU
35,GORDON LIGHTFOOT,SUNDOWN
36,JOHNNY BRISTOL,HANG ON IN THERE BABY
37,CHARLES AZNAVOUR,SHE
38,KC AND THE SUNSHINE BAND,QUEEN OF CLUBS
39,JIM STAFFORD,MY GIRL BILL
40,WIZZARD,THIS IS THE STORY OF MY LOVE (BABY)
41,DIANA ROSS AND THE SUPREMES,BABY LOVE
42,THE SWEET,THE SIX TEENS
43,PAPER LACE,THE BLACK-EYED BOYS
44,ANDY KIM,ROCK ME GENTLY
45,GILBERT O'SULLIVAN,A WOMAN'S PLACE
46,WOMBLES,BANANA ROCK
47,CAT STEVENS,ANOTHER SATURDAY NIGHT
48,THE COMMODORES,MACHINE GUN
49,TERRY JACKS,IF YOU GO AWAY
50,ROBERTA FLACK,FEEL LIKE MAKIN' LOVE
