positions,artists,titles
1,SLIK,FOREVER AND EVER
2,ABBA,MAMMA MIA
3,THE FOUR SEASONS,DECEMBER '63
4,THE MIRACLES,LOVE MACHINE
5,DONNA SUMMER,LOVE TO LOVE YOU BABY
6,R AND J STONE,WE DO IT
7,WALKER BROTHERS,NO REGRETS
8,MANUEL AND THE MUSIC OF THE MOUNTAINS,RODRIGO'S GUITAR CONCERTO DE ARANJUEZ
9,BARBARA DICKSON,ANSWER ME
10,DAVID RUFFIN,WALK AWAY FROM LOVE
11,ELECTRIC LIGHT ORCHESTRA,EVIL WOMAN
12,WING AND A PRAYER FIFE AND DRUM CORPS,BABY FACE
13,PAUL DAVIDSON,MIDNIGHT RIDER
14,THE SMALL FACES,ITCHYCOO PARK {1975}
15,WAR,LOW RIDER
16,QUEEN,BOHEMIAN RHAPSODY
17,GLENN MILLER,MOONLIGHT SERENADE/LITTLE BROWN JUG/IN THE MOOD
18,OSIBISA,SUNSHINE DAY
19,THE WHO,SQUEEZE BOX
20,BILLY HOWARD,KING OF THE COPS
21,YVONNE FAIR,IT SHOULD HAVE BEEN ME
22,SAILOR,GLASS OF CHAMPAGNE
23,TINA CHARLES,I LOVE TO LOVE
24,MIKE OLDFIELD,IN DULCI JUBILO/ON HORSEBACK
25,SLADE,LET'S CALL IT QUITS
26,SHEER ELEGANCE,MILKY WAY
27,SMOKIE,SOMETHING'S BEEN MAKING ME BLUE
28,DONNY & MARIE OSMOND,DEEP PURPLE
29,PLUTO SHERVINGTON,DAT
30,THE O'JAYS,I LOVE MUSIC
31,THE MANHATTAN TRANSFER,TUXEDO JUNCTION
32,EVELYN THOMAS,WEAK SPOT
33,L.J. JOHNSON,YOUR MAGIC PUT A SPELL ON ME
34,THE CAPTAIN AND TENNILLE,THE WAY I WANT TO TOUCH YOU
35,PAUL SIMON,50 WAYS TO LEAVE YOUR LOVER
36,STATUS QUO,RAIN
37,GEORGE MCCRAE,HONEY I
38,BARRY WHITE,LET THE MUSIC PLAY
39,THE SWEET,LIES IN YOUR EYES
40,"FAITH, HOPE AND CHARITY",JUST ONE LOOK
41,C. W. MCCALL,CONVOY
42,JUGGY JONES,INSIDE AMERICA
43,ETHNA CAMPBELL,THE OLD RUGGED CROSS
44,THE STYLISTICS,FUNKY WEEKEND
45,CLIFF RICHARD,MISS YOU NIGHTS
46,SOUND 9418,IN THE MOOD
47,BOB DYLAN,HURRICANE
48,AMEN CORNER,(IF PARADISE IS) HALF AS NICE {1976}
49,DOOLEY SILVERSPOON,LET ME BE THE NUMBER 1 (LOVE OF YOUR LIFE)
50,ST ANDREWS CHORALE,CLOUD 99
