positions,artists,titles
1,JOHN LENNON,IMAGINE
2,JOHN LENNON,WOMAN
3,PHIL COLLINS,IN THE AIR TONIGHT
4,ADAM & THE ANTS,ANTMUSIC
5,BLONDIE,RAPTURE
6,ULTRAVOX,VIENNA
7,YARBROUGH & PEOPLES,DON'T STOP THE MUSIC
8,THE LOOK,I AM THE BEAT
9,ADAM & THE ANTS,YOUNG PARISIANS
10,STEVIE WONDER,I AIN'T GONNA STAND FOR IT
11,SPECIALS FEATURING RICO WITH THE ICE RINK STRING SOUNDS,DO NOTHING/MAGGIE'S FARM FT RICO WITH THE ICE RINK STRING SOUNDS
12,VISAGE,FADE TO GREY
13,THE BEAT,TOO NICE TO TALK TO
14,QUEEN,FLASH
15,RACEY,RUNAROUND SUE
16,DIRE STRAITS,ROMEO AND JULIET
17,CLIFF RICHARD,A LITTLE IN LOVE
18,MADNESS,THE RETURN OF THE LOS PALMAS SEVEN
19,HEATWAVE,GANGSTERS OF THE GROOVE
20,DAVID BOWIE,SCARY MONSTERS (AND SUPER CREEPS)
21,BAD MANNERS,LORRAINE
22,JOHN LENNON,(JUST LIKE) STARTING OVER
23,JOHN AND YOKO AND THE PLASTIC ONO BAND WITH THE HARLEM COMMUNITY CHOIR,HAPPY XMAS (WAR IS OVER)
24,SPANDAU BALLET,THE FREEZE
25,DIANA ROSS,IT'S MY TURN
26,THE GAP BAND,BURN RUBBER ON ME (WHY YOU WANNA HURT ME)
27,THE NOLANS,WHO'S GONNA ROCK YOU
28,RAINBOW,I SURRENDER
29,SUSAN FASSBENDER,TWILIGHT CAFE
30,CHAS AND DAVE,RABBIT
31,MATCHBOX,OVER THE RAINBOW/YOU BELONG TO ME
32,JONA LEWIE,STOP THE CAVALRY
33,MAC DAVIS,IT'S HARD TO BE HUMBLE
34,XTC,SGT. ROCK (IS GOING TO HELP ME)
35,PLASTIC ONO BAND,GIVE PEACE A CHANCE
36,STATUS QUO,LIES/DON'T DRIVE MY CAR
37,HONEY BANE,"TURN ME ON, TURN ME OFF"
38,MADNESS,EMBARRASSMENT
39,ODYSSEY,HANG TOGETHER
40,THE BOOMTOWN RATS,THE ELEPHANT'S GRAVEYARD (GUILTY)
41,LIGHT OF THE WORLD,I SHOT THE SHERIFF
42,STYX,THE BEST OF TIMES
43,GARY NUMAN,THIS WRECKAGE
44,THE STRANGLERS,THROWN AWAY
45,STEVE WINWOOD,WHILE YOU SEE A CHANCE
46,SHEILA HYLTON,THE BED'S TOO BIG WITHOUT YOU
47,JAMES BROWN,RAPP PAYBACK (WHERE IZ MOSES?)
48,UFO,LONELY HEART
49,PASSIONS,I'M IN LOVE WITH A GERMAN FILM STAR
50,DONNA SUMMER,COLD LOVE
51,ADAM & THE ANTS,CARTROUBLE
52,FRED WEDLOCK,THE OLDEST SWINGER IN TOWN
53,ADAM & THE ANTS,ZEROX
54,THE POLICE,DE DO DO DO DE DA DA DA
55,BARRY MANILOW,LONELY TOGETHER
56,THE CLASH,HITSVILLE UK
57,BARBARA JONES,JUST WHEN I NEEDED YOU MOST
58,SLADE,WE'LL BRING THE HOUSE DOWN
59,THE STRAY CATS,RUNAWAY BOYS
60,GENERATION X,DANCING WITH MYSELF
61,THE TEARDROP EXPLODES,REWARD
62,BARBRA STREISAND AND BARRY GIBB,GUILTY
63,KENNY ROGERS,LADY
64,NEIL DIAMOND,LOVE ON THE ROCKS
65,JANE KENNAWAY AND STRANGE BEHAVIOUR,IOU
66,PATRICE RUSHEN,NEVER GONNA GIVE YOU UP (WON'T LET YOU BE)
67,MFSB,MYSTERIES OF THE WORLD
68,ROD STEWART,MY GIRL
69,PRAYING MANTIS,CHEATED
70,ST. WINIFRED'S SCHOOL CHOIR,THERE'S NO ONE QUITE LIKE GRANDMA
71,ABBA,SUPER TROUPER
72,CLOUD,ALL NIGHT LONG/TAKE IT TO THE TOP
73,CENTRAL LINE,(YOU KNOW) YOU CAN DO IT
74,THE BOOMTOWN RATS,BANANA REPUBLIC
75,COAST TO COAST,(DO) THE HUCKLEBUCK
