positions,artists,titles
1,BROS,I OWE YOU NOTHING {1988}
2,THE FAT BOYS WITH CHUBBY CHECKER,"THE TWIST (YO, TWIST)"
3,SABRINA,BOYS (SUMMERTIME LOVE)
4,PHIL COLLINS,IN THE AIR TONIGHT {1988}
5,THE PASADENAS,TRIBUTE (RIGHT ON)
6,UB40 WITH CHRISSIE HYNDE,BREAKFAST IN BED
7,SALT-N-PEPA,PUSH IT/TRAMP
8,TIMELORDS,DOCTORIN' THE TARDIS
9,MAXI PRIEST,WILD WORLD
10,TRACY CHAPMAN,FAST CAR
11,GLENN MEDEIROS,NOTHING'S GONNA CHANGE MY LOVE FOR YOU
12,DESIRELESS,VOYAGE VOYAGE {1988}
13,ERASURE,CHAINS OF LOVE
14,MATT BIANCO,DON'T BLAME IT ON THAT GIRL/WAP-BAM-BOOGIE
15,BRUCE SPRINGSTEEN,TOUGHER THAN THE REST
16,EURYTHMICS,YOU HAVE PLACED A CHILL IN MY HEART
17,T'PAU,I WILL BE WITH YOU
18,HAZELL DEAN,MAYBE (WE SHOULD CALL IT A DAY)
19,KYLIE MINOGUE,GOT TO BE CERTAIN
20,ROSE ROYCE,CAR WASH/IS IT LOVE YOU'RE AFTER
21,THE COMMUNARDS,THERE'S MORE TO LOVE
22,WET WET WET/BILLY BRAGG WITH CARA TIVEY,WITH A LITTLE HELP FROM MY FRIENDS/SHE'S LEAVING HOME
23,PUBLIC ENEMY,DON'T BELIEVE THE HYPE
24,AZTEC CAMERA,SOMEWHERE IN MY HEART
25,VOICE OF THE BEEHIVE,DON'T CALL ME BABY
26,MORRISSEY,EVERYDAY IS LIKE SUNDAY
27,INXS,NEVER TEAR US APART
28,TIFFANY,I SAW HIM STANDING THERE
29,NATALIE COLE,EVERLASTING
30,ELTON JOHN,I DON'T WANNA GO ON WITH YOU LIKE THAT
31,SADE,PARADISE
32,MAC BAND FEATURING THE MCCAMPBELL BROTHERS,ROSES ARE RED FT THE MCCAMPBELL BROTHERS
33,MICA PARIS,MY ONE TEMPTATION
34,ERIC B AND RAKIM,FOLLOW THE LEADER
35,JOY DIVISION,ATMOSPHERE
36,EIGHTH WONDER,CROSS MY HEART
37,BELINDA CARLISLE,CIRCLE IN THE SAND
38,GLEN GOLDSMITH,WHAT YOU SEE IS WHAT YOU GET
39,ASWAD,GIVE A LITTLE LOVE
40,MAGNUM,IT MUST HAVE BEEN LOVE
41,WILL DOWNING,IN MY DREAMS
42,A-HA,THE BLOOD THAT MOVES THE BODY
43,TAYLOR DAYNE,I'LL ALWAYS LOVE YOU
44,FAIRGROUND ATTRACTION,PERFECT
45,WEE PAPA GIRL RAPPERS,HEAT IT UP
46,THE SISTERS OF MERCY,LUCRETIA MY REFLECTION
47,PAT BENATAR,ALL FIRED UP
48,TRANSVISION VAMP,I WANT YOUR LOVE
49,ZIGGY MARLEY AND THE MELODY MAKERS,TOMORROW PEOPLE
50,PINK FLOYD,ONE SLIP
51,WHITNEY HOUSTON,LOVE WILL SAVE THE DAY
52,SCRITTI POLITTI,OH PATTI (DON'T FEEL SORRY FOR LOVERBOY)
53,DEE LEWIS,THE BEST OF MY LOVE
54,NEW ORDER,BLUE MONDAY 1988
55,GEORGE HARRISON,THIS IS LOVE
56,THE MOODY BLUES,I KNOW YOU'RE OUT THERE SOMEWHERE
57,SILENCERS,PAINTED MOON
58,JULIA FORDHAM,HAPPY EVER AFTER
59,MELI'SA MORGAN,GOOD LOVE
60,S-EXPRESS,THEME FROM S-EXPRESS
61,JOAN COLLINS FAN CLUB,LEADER OF THE PACK
62,ROBERT PALMER,SIMPLY IRRESISTIBLE
63,DEREK B,WE'VE GOT THE JUICE
64,L.A. MIX,CHECK THIS OUT
65,PREFAB SPROUT,THE KING OF ROCK 'N' ROLL
66,ROACHFORD,CUDDLY TOY
67,STEVE WINWOOD,ROLL WITH IT
68,ADVENTURES,DROWNING IN THE SEA OF LOVE
69,BOY GEORGE,NO CLAUSE 28
70,MIDNIGHT OIL,THE DEAD HEART
71,MIRAGE,PUSHING THE BEAT
72,ORCHESTRAL MANOEUVRES IN THE DARK,DREAMING
73,THE HOTHOUSE FLOWERS,DON'T GO
74,ROD STEWART,LOST IN YOU
75,"ELLIS, BEGGS AND HOWARD",BIG BUBBLES NO TROUBLES
76,LUTHER VANDROSS,THERE'S NOTHING BETTER THAN LOVE
77,SIEDAH GARRETT,KISSING
78,RANDY TRAVIS,"FOREVER AND EVER, AMEN"
79,SANDRA,EVERLASTING LOVE {1988}
80,ALL SYSTEMS GO,POP MUZIK
81,JOE STRUMMER AND LATINO ROCKABILLY,TRASH CITY
82,RICHARD MARX,DON'T MEAN NOTHING
83,DANNY WILSON,DAVY
84,BONFIRE,SWEET OBSESSION
85,SHIRLEY LEWIS,ROMANTIC
86,TYREE,ACID OVER
87,GLORIA ESTEFAN AND MIAMI SOUND MACHINE,ANYTHING FOR YOU
88,VIEW FROM THE HILL,NO CONVERSATION {1988}
89,BY ALL MEANS,I SURRENDER TO YOUR LOVE
90,JOHNNY KEMP,JUST GOT PAID
91,JULIO IGLESIAS,MY LOVE FT STEVIE WONDER
92,CHEAP TRICK,THE FLAME
93,RICK JAMES FEATURING ROXANNE SHANTE,LOOSEY'S RAP FT ROXANNE SHANTE
94,MEN THEY COULDN'T HANG,THE CREST
95,LITA FORD,KISS ME DEADLY
96,BRYAN FERRY,LIMBO
97,PATTI SMITH,PEOPLE HAVE THE POWER
98,JON ANDERSON,HOLD ON TO LOVE
99,MILLI VANILLI,GIRL YOU KNOW IT'S TRUE
100,TRACIE SPENCER,SYMPTOMS OF TRUE LOVE
