positions,artists,titles
1,MANFRED MANN,THE MIGHTY QUINN
2,ESTHER AND ABI OFARIM,CINDERELLA ROCKEFELLA
3,SOLOMON KING,SHE WEARS MY RING
4,LOVE AFFAIR,EVERLASTING LOVE
5,AMEN CORNER,BEND ME SHAPE ME
6,ENGELBERT HUMPERDINCK,AM I THAT EASY TO FORGET
7,STATUS QUO,PICTURES OF MATCHSTICK MEN
8,THE MOVE,FIRE BRIGADE
9,JOHN FRED AND THE PLAYBOY BAND,JUDY IN DISGUISE (WITH GLASSES)
10,BRENTON WOOD,GIMME LITTLE SIGN
11,THE TREMELOES,SUDDENLY YOU LOVE ME
12,THE BEE GEES,WORDS
13,"DAVE DEE, DOZY, BEAKY, MICK AND TICH",LEGEND OF XANADU
14,THE BEACH BOYS,DARLIN'
15,ALAN PRICE SET,DON'T STOP THE CARNIVAL
16,HERMAN'S HERMITS,I CAN TAKE OR LEAVE YOUR LOVING
17,LEMON PIPERS,GREEN TAMBOURINE
18,FOUNDATIONS,BACK ON MY FEET AGAIN
19,DON PARTRIDGE,ROSIE
20,PLASTIC PENNY,EVERYTHING I AM
21,GEORGIE FAME,BALLAD OF BONNIE AND CLYDE
22,THE MONKEES,DAYDREAM BELIEVER
23,ANITA HARRIS,ANNIVERSARY WALTZ
24,AMERICAN BREED,BEND ME SHAPE ME
25,GRAPEFRUIT,DEAR DELILAH
26,TOM JONES,I'M COMING HOME
27,SANDIE SHAW,TODAY
28,THE MOODY BLUES,NIGHTS IN WHITE SATIN
29,SYMBOLS,(THE BEST PART OF) BREAKING UP
30,MARTHA REEVES AND THE VANDELLAS,HONEY CHILE
31,LOUIS ARMSTRONG,WHAT A WONDERFUL WORLD/CABARET
32,THE FOUR TOPS,WALK AWAY RENEE
33,THE SMALL FACES,TIN SOLDIER
34,THE BEATLES,MAGICAL MYSTERY TOUR (EP)
35,DONOVAN,JENNIFER JUNIPER
36,SMOKEY ROBINSON AND THE MIRACLES,I SECOND THAT EMOTION
37,OTIS REDDING,(SITTIN' ON) THE DOCK OF THE BAY
38,PAUL MAURIAT,LOVE IS BLUE (L'AMOUR EST BLEU)
39,OTIS REDDING,MY GIRL {1968}
40,VAL DOONICAN,YOU'RE THE ONLY ONE
41,DES O'CONNOR,CARELESS HANDS
42,ENGELBERT HUMPERDINCK,THE LAST WALTZ
43,THE BEE GEES,WORLD
44,DIANA ROSS AND THE SUPREMES,IN AND OUT OF LOVE
45,ELVIS PRESLEY,GUITAR MAN
46,ERIC BURDON AND THE ANIMALS,SKY PILOT
47,MARVIN GAYE AND TAMMI TERRELL,IF I COULD BUILD MY WHOLE WORLD AROUND YOU
48,VAL DOONICAN,IF THE WHOLE WORLD STOPPED LOVING
49,EQUALS,I GET SO EXCITED
50,SUNDRAGON,GREEN TAMBOURINE
