positions,artists,titles
1,BONEY M,RIVERS OF BABYLON/BROWN GIRL IN THE RING
2,THE BEE GEES,NIGHT FEVER
3,DARTS,THE BOY FROM NEW YORK CITY
4,YVONNE ELLIMAN,IF I CAN'T HAVE YOU
5,PATTI SMITH GROUP,BECAUSE THE NIGHT
6,JOHNNY MATHIS AND DENIECE WILLIAMS,"TOO MUCH, TOO LITTLE, TOO LATE"
7,TAVARES,MORE THAN A WOMAN
8,JOHN PAUL YOUNG,LOVE IS IN THE AIR
9,RAFFAELLA CARRA,DO IT DO IT AGAIN
10,BLONDIE,(I'M ALWAYS TOUCHED BY YOUR) PRESENCE DEAR
11,DEE D JACKSON,AUTOMATIC LOVER
12,ANDREW GOLD,NEVER LET HER SLIP AWAY
13,RAYDIO,JACK AND JILL
14,IAN DURY,WHAT A WASTE
15,RUBY WINTERS,COME TO ME!
16,THE MICHAEL ZAGER BAND,LET'S ALL CHANT
17,THE BOOMTOWN RATS,SHE'S SO MODERN
18,THE STRANGLERS,NICE 'N' SLEAZY
19,PLASTIC BERTRAND,CA PLANE POUR MOI
20,ROSE ROYCE,IT MAKES YOU FEEL LIKE DANCIN'
21,IZHAR COHEN AND ALPHABETA,A BI NA BI
22,HI TENSION,HI-TENSION
23,JOHN TRAVOLTA AND OLIVIA NEWTON-JOHN,YOU'RE THE ONE THAT I WANT
24,SHAM 69,ANGELS WITH DIRTY FACES
25,ROD STEWART AND THE SCOTTISH WORLD CUP SQUAD,OLE OLA (MULHER BRASILEIRA)
26,X-RAY SPEX,THE DAY THE WORLD TURNED DAY-GLO
27,CHIC,EVERYBODY DANCE
28,BRIAN AND MICHAEL,MATCHSTALK MEN AND MATCHSTALK CATS AND DOGS
29,THIN LIZZY,ROSALIE
30,SMOKIE,OH CAROL
31,MANFRED MANN'S EARTH BAND,DAVY'S ON THE ROAD AGAIN
32,CO-CO,BAD OLD DAYS
33,TOM ROBINSON BAND,UP AGAINST THE WALL
34,ELVIS COSTELLO AND THE ATTRACTIONS,PUMP IT UP
35,DAVID SOUL,IT SURE BRINGS OUT THE LOVE IN YOUR EYES
36,SUZI QUATRO,IF YOU CAN'T GIVE ME LOVE
37,BLUE OYSTER CULT,(DON'T FEAR) THE REAPER
38,THE MANHATTAN TRANSFER,ON A LITTLE STREET IN SINGAPORE
39,GUY MARKS,LOVING YOU HAS MADE ME BANANAS
40,SQUEEZE,TAKE ME I'M YOURS
41,"EARTH, WIND AND FIRE",JUPITER
42,GUYS AND DOLLS,ONLY LOVING DOES IT
43,SHEILA AND B DEVOTION,SINGIN' IN THE RAIN
44,GENESIS,FOLLOW YOU FOLLOW ME
45,KC AND THE SUNSHINE BAND,BOOGIE SHOES
46,DONNA SUMMER,BACK IN LOVE AGAIN
47,GOLDIE,MAKING UP AGAIN
48,BARRY MANILOW,CAN'T SMILE WITHOUT YOU
49,ANDY GIBB,SHADOW DANCING
50,SHOWADDYWADDY,I WONDER WHY
51,JAMES GALWAY,ANNIE'S SONG
52,ALAN PRICE,JUST FOR YOU
53,FOREIGNER,FEELS LIKE THE FIRST TIME
54,MEAT LOAF,YOU TOOK THE WORDS RIGHT OUT OF MY MOUTH
55,THE ISLEY BROTHERS,TAKE ME TO THE NEXT PHASE
56,STEVE GIBBONS BAND,EDDIE VORTEX
57,CHILD,WHEN YOU WALK IN THE ROOM
58,GRAHAM PARKER AND THE RUMOUR,HEY LORD DON'T ASK ME QUESTIONS
59,DEXTER WANSELL,ALL NIGHT LONG
60,THE DOOLEYS,DON'T TAKE IT LYIN' DOWN
61,RICHARD DENTON AND MARTIN COOK,THEME FROM 'THE HONG KONG BEAT'
62,GERRY RAFFERTY,BAKER STREET
63,EVELYN 'CHAMPAGNE' KING,SHAME
64,WINGS,WITH A LITTLE LUCK
65,ROBERT PALMER,EVERY KINDA PEOPLE
66,ROBERTA FLACK AND DONNY HATHAWAY,THE CLOSER I GET TO YOU
67,DR HOOK,MORE LIKE THE MOVIES
68,DEVO,(I CAN'T GET ME NO) SATISFACTION
69,THE BEE GEES,STAYIN' ALIVE
70,BROTHERHOOD OF MAN,BEAUTIFUL LOVER
71,TONIGHT,MONEY THAT'S YOUR PROBLEM
72,RICHARD MYHILL,IT TAKES TWO TO TANGO
73,DEVO,JOKO HOMO
74,NAZARETH,PLACE IN YOUR HEART
75,BOILING POINT,LETS GET FUNKTIFIED
